finding_id,is_on_topic,reasoning_note
finding-0,1,Iran's response to latest US ceasefire proposal
finding-8,1,Hormuz clash escalates US-Iran war
finding-19,1,Iran war day 70 Hormuz exchange amid ceasefire tensions
finding-23,1,Trump on ceasefire still in effect
finding-26,1,Iran MP on South Korea rejecting US Hormuz move
finding-28,1,Iran Navy repels US destroyers from Hormuz
finding-30,1,Iran warns UN about US-Bahraini Hormuz resolution
finding-31,1,US destroyers retreat after Iranian missile/drone barrage in Hormuz
finding-32,1,Iran responds to US Hormuz adventurism
finding-33,1,Iranian forces strike US vessels in retaliation
finding-34,1,"strikes on Iran's Qeshm Island pier, Bandar Abbas explosions"
finding-51,1,UAE air defenses responding to missile threat tied to Iran war
finding-59,1,Trump on Navy destroyers exiting Hormuz under fire
finding-60,1,Iran confirms missile/drone attack on US destroyers
finding-61,1,US 'self-defense strikes' against Iran
finding-62,1,Iran accuses US-Bahrain of politically motivated UN resolution on Hormuz
finding-66,1,UAE intercepts Iranian missiles and drones
finding-74,0,UAE/Trump Board of Peace Gaza police force funding — Gaza policing not Iran war
finding-75,0,"duplicate of 74 — UAE Gaza police funding, not Iran war"
finding-77,1,commentary on lack of mass anti-Iran-war protest movement
finding-81,1,Iraq denial of helping Iran evade sanctions — Iran war sanctions context
finding-311,1,"broken truce in Hormuz, Iran accuses US of ceasefire violation"
finding-328,1,EU/Iran UN dispute on Hormuz tolls
finding-368,1,Iran can survive US Hormuz blockade 90-120 days
finding-372,1,"Hormuz exchange, Trump says ceasefire still in effect"
finding-376,1,US lawmakers challenge ambiguity on Israel's nuclear capability in war context
finding-377,1,Saudi pressure led US to pause Hormuz project
finding-384,1,Pakistan as mediator in Iran peace-offer talks
finding-498,0,IPS think-piece on nuclear deterrence general — not Iran-war primary
finding-501,1,Trump on US-Iran ceasefire after Hormuz exchange
finding-518,1,German minister blames Trump's Iran war for economic slowdown
finding-526,1,companies profiting from the Iran war
finding-552,1,UAE air defences engaging Iranian attacks live
finding-553,1,US-Iran ceasefire under threat after Hormuz strikes
finding-554,1,US-Iran close to temporary truce per Pakistan
finding-555,1,Trump shelved Project Freedom after Saudi snub
finding-556,1,Iran mocks Trump's Project Freedom amid war-end talks
finding-557,0,Roger Stone lobbying for Myanmar junta — unrelated
finding-564,1,Iran FM on Hormuz clashes 'Iranians never bow'
finding-566,1,First Thing: US-Iran ceasefire at risk after Hormuz fire
finding-569,0,NPR multi-topic roundup mentioning Iran and hantavirus — roundup off-topic
finding-570,1,UAE drone/missile attack as Iran ceasefire challenged
finding-595,1,US strikes Iran after attack on warships
finding-616,1,Trump upends Democrats' Iran war-powers strategy
finding-617,1,Iran-US Hormuz exchange of fire
finding-633,1,Trump downplays Iran ceasefire threat after exchange
finding-664,1,Iran liveblog seizes oil tanker
finding-666,1,US-Iran exchange fire in Strait of Hormuz
finding-703,1,"Trump says Iran ceasefire still holds, exchange 'love tap'"
finding-709,1,"US struck Iran ports Qeshm and Bandar Abbas, Iran attacked US ships"
finding-745,1,US launches new strikes on Iran though Trump claims ceasefire
finding-751,1,RT op-ed on war plan after Hormuz events
finding-760,1,Trump 'one big glow' threat if ceasefire collapses
finding-764,1,nuclear umbrella commentary over Gulf amid Iran war
finding-765,1,US diplomats warned against banking on Iran talks
finding-777,1,Trump pulled Project Freedom after Saudi snub
finding-805,1,live coverage of US-Israel war on Iran with Hormuz exchange
finding-870,1,Iran war augments US hegemony in oil and gas
finding-933,1,"Gulf countries new move against Iran, Trump warning"
finding-979,1,US-Iran trade fire threatening fragile truce
finding-981,1,US-Israel-Iran war live with UAE missile/drone response and tanker seized
finding-986,1,Trump on Iran truce after Hormuz exchange
finding-1106,1,three wounded by missile/drone downing in UAE attributed to Iran
finding-1119,1,UAE three seriously wounded in new Iranian missile/drone attack
finding-1171,1,Iran delays response to US proposal amid Hormuz tension
finding-1225,1,US-Iran exchange fire; Trump calls it love tap
finding-1347,1,Iran war marks end of American primacy
finding-1349,1,Iran war cost $72B over first two months
finding-1369,1,Iran-US diplomatic track continues after night-time tension spike
finding-1399,1,report card on Trump administration claiming win against Iran
