finding_id,is_on_topic,reasoning_note
finding-9,1,UK identifies new suspected hantavirus case on remote island
finding-48,1,Trump on hantavirus situation 'under control'
finding-50,1,Argentina hantavirus surge amid WHO diplomatic friction
finding-83,1,Spain to repatriate hantavirus ship guests in Canaries
finding-108,1,Asia low hantavirus risk; Singapore isolates 2 from cruise
finding-308,1,tracing passengers who left contaminated cruise ship since April
finding-332,1,hantavirus outbreak countries with suspected/confirmed cases
finding-343,1,WHO on hantavirus outbreak not becoming an epidemic
finding-365,1,"hantavirus outbreak on cruise ship — timeline of cases, deaths, spread"
finding-403,1,Spain on first hantavirus-ship evacuees repatriated Sunday
finding-404,1,Two Singapore residents from hantavirus cruise test negative
finding-507,1,third British national with suspected hantavirus infection
finding-531,1,BBC explainer on hantavirus worry level
finding-534,1,operation to disembark virus-hit cruise passengers
finding-536,1,Tenerife resident calls hantavirus ship docking 'reckless'
finding-537,1,two Britons evacuated from hantavirus ship improving in hospital
finding-548,1,Spanish authorities prepare for hantavirus cruise arrival
finding-573,1,Spain readies evacuations as hantavirus cruise heads to Canaries
finding-619,1,Axios explainer: hantavirus outbreak different from COVID-19
finding-635,1,Le Monde glossary on hantavirus terms
finding-648,1,South Africa searches for contacts of hantavirus patient
finding-670,1,WHO: hantavirus outbreak not beginning of pandemic
finding-682,1,passengers disembarked after hantavirus outbreak
finding-683,1,what happens next with the Hondius
finding-691,1,Hantavirus on MV Hondius cruise ship: two Britons infected
finding-766,1,captain of hantavirus 'plague ship' told passengers dead man 'not infectious'
finding-782,1,El País live hantavirus outbreak coverage with Alicante suspected case
finding-783,1,Tenerife port president on cruise evacuation
finding-784,1,Tenerife unprecedented anchorage and 22-country negotiations for passengers
finding-785,1,Andes hantavirus expert on virulence and chain contagion
finding-786,1,El País explainer dispelling hantavirus conspiracy theories
finding-831,1,Spanish political dispute Illa vs Feijóo over hantavirus response
finding-861,0,El País weekly news quiz with 10 questions — multi-topic news quiz
finding-892,0,Greece-Turkey TUFAN missile alert at SAHA 2026 fair — unrelated to hantavirus
finding-898,0,Turkish health feature on liver disease 'invisible killer' — unrelated to hantavirus
finding-932,1,Turkish health ministry statement on hantavirus presence in Türkiye
finding-948,1,"Hürriyet explainer on hantavirus, Türkiye's last historical case"
finding-988,1,live coverage of MV Hondius hantavirus outbreak
finding-1075,1,Folha on 2018 Argentina outbreak as clue to hantavirus spread
finding-1086,1,Folha explainer on whether to worry about hantavirus
finding-1094,1,hantavirus triggers Argentina-Milei vs WHO clash
finding-1095,1,Argentine birthday outbreak — largest hantavirus tragedy in Argentine history
finding-1107,0,measles reappears in New York with new Manhattan and Long Island cases — different disease
finding-1132,1,"live hantavirus, MV Hondius arrival in Canaries with Tenerife emergency plan"
finding-1179,1,US extends health control in five states for hantavirus cases tied to MV Hondius
finding-1227,1,how public health officials trace hantavirus victim contacts
finding-1284,1,Vietnamese explainer on hantavirus danger
finding-1350,1,WHO response statement on hantavirus cruise-ship cases
finding-1370,1,Argentina traces hantavirus outbreak source
