finding_id,is_on_topic,reasoning_note
finding-45,1,Cuban diplomat warns US 'dangerous path' could lead to bloodbath — US-Cuba
finding-57,1,Lula reveals Trump no intent to militarily intervene in Cuba — US-Cuba
finding-58,1,Cuba condemns new US sanctions as economic aggression — US-Cuba
finding-260,0,"Mexicanos Primero monitoring of state Education Sectoral Programs — education policy, not in themes"
finding-270,1,Mexican government playing with fire over not arresting Rocha Moya — Mexican politics
finding-274,1,Monreal warns US intervention in Mexico impossible — Mexico-US
finding-277,1,'Cortes y Cortés' column on US drug-and-terror interpretation of Mexico — Mexico-US
finding-278,1,PAN/PRI opposition trumpista column — Mexican politics
finding-296,1,US rules out for now military action against Cuba despite Trump threats — US-Cuba
finding-303,1,Esteban Moctezuma denies meeting Democrats on oil to Cuba — Mexico-US-Cuba
finding-309,1,El Chapo blames Mexican government in new letter — Mexican judicial-US
finding-314,1,Maru Campos at Cd Juárez Security Roundtable — Mexican state-security politics
finding-315,0,"Tere Jiménez environmental international cooperation — state environment policy, not in themes"
finding-317,1,Díaz Ayuso attacks Sheinbaum's Mexico as 'two steps from Venezuela' — Spanish on Mexico
finding-335,1,"Sheinbaum airs Hernán Cortés atrocities, critiques right — Mexican politics"
finding-340,1,El Chapo demands new US trial blaming Mexico — Mexican judicial
finding-346,1,Sheinbaum responds to Trump cartels warning 'Mexico is acting' — Mexico-US
finding-347,1,Díaz Ayuso 'effective provocation' Spanish-political column
finding-618,1,Rubio announces new Cuba sanctions — US-Cuba
finding-798,1,Mexican right lukewarm reception for Díaz Ayuso — Mexican politics/Spanish
finding-1097,1,Trump administration sanctions Gaesa and Sherritt escalating Cuba measures — US-Cuba
finding-1102,1,Patxi López criticizes Feijóo over new conflict — Spanish politics
finding-1149,1,Patxi López calls Feijóo 'irresponsible' for alarm — Spanish politics
finding-1170,0,"Spanish David Muñoz golf official practice — sport, not in themes"
finding-1199,1,InSight Crime Latin-American indictments seizures control roundup — Latin-American crime/Mexican cartels
