finding_id,is_on_topic,reasoning_note
finding-228,1,Nigerian PGF Uzodimma removal dispute — Nigerian political
finding-250,1,Mendonça on Vorcaro delação proposal — Brazilian judicial
finding-251,1,Moraes authorizes hacker Delgatti open regime — Brazilian judicial
finding-253,1,On cancellation of Mexican judicial reform — Mexican judicial
finding-262,1,INE president on Los Chapitos election interference — Mexican electoral
finding-282,1,CJNG El Jardinero refuses extradition obtains amparo — Mexican judicial
finding-294,1,Ex-PRI Colima governor charged with peculado — Mexican judicial
finding-312,1,Civil org denounces Rubén Rocha at FGR — Mexican political
finding-326,1,Sheinbaum on Adán Augusto huachicol — Mexican political-judicial
finding-336,1,Sheinbaum demands extradition from Trump for huachicol — Mexico-US judicial
finding-342,1,Profile of Morena leader Ariadna Montiel — Mexican political
finding-359,0,NDTV Chief Justice personal-anecdote interview — not a judicial proceeding/scandal
finding-379,1,Judge releases Epstein note — US judicial
finding-686,1,Christian Ulmen Hamburg court ruling on Spiegel piece — German judicial
finding-725,1,Court eased restraint on Popcorn Books / Individuum staff — Russian judicial
finding-799,1,"Spanish Congress to expel agitators Quiles, Ndongo — Spanish political-judicial"
finding-800,1,Spanish judge dismisses Quiles harassment case — Spanish judicial
finding-801,1,Montero criticizes Moreno — Spanish political
finding-802,1,Moreno open to coalition with Vox — Spanish political
finding-961,1,FG criticises wrong appellation for Tinubu — Nigerian political
finding-963,1,Court tells Sowore has case to answer over Anti-Tinubu Post — Nigerian judicial
finding-966,1,Turaki faction tells Wike 'come seal our office' — Nigerian political
finding-982,1,Reidel charged over Milei corporate card spending — Argentine corruption
finding-985,1,Milei Cabinet backing Adorni amid scandal — Argentine political-scandal
finding-996,1,Milei in corruption-and-inflation crisis — Argentine political-scandal
finding-1005,1,Falcão and Erundina electoral pairing in SP — Brazilian municipal politics
finding-1015,1,Operation targeting Ciro Nogueira's Master/Vorcaro impact — Brazilian judicial
finding-1018,1,Judge altered acts says foes want to remove his robe — Brazilian judicial
finding-1029,1,Moraes votes against revisão da vida toda STF resumes — Brazilian judicial
finding-1043,1,Flávio allies admit strain with Ciro Nogueira — Brazilian political
finding-1051,1,STF and US Supreme Court reflect political-judiciary tension — comparative judicial
finding-1067,1,Ciro Nogueira relationship new front in Master case — Brazilian judicial
finding-1077,1,Janaína Paschoal asks Tereza Cristina to replace Ciro at PP — Brazilian political
finding-1084,1,Moraes authorizes open regime for Zambelli case hacker — Brazilian judicial
finding-1088,1,Alcolumbre seeks agenda with Lula after Messias defeat — Brazilian political
finding-1090,1,Senator to ask Kassio recusal from Master CPI action over Ciro link — Brazilian judicial
finding-1093,1,Bukele reform removes Tribunal Electoral opposition — El Salvador judicial-political
finding-1108,1,Spanish TS-CGPJ president on independent judges — Spanish judicial
finding-1128,1,Argentine YPF trial CIADI appeal — Argentine judicial
finding-1136,1,YCRT intervenor Pablo Gordillo Arriagada denies intel links — Argentine political-judicial
finding-1382,1,Péter Magyar brother-in-law drops Hungary justice-minister bid — Hungarian political-judicial
