finding_id,is_on_topic,reasoning_note
finding-94,1,S. Korea–China tech edge and S. Korean industrial rethink — Korea external relations theme
finding-118,1,North Korea moves artillery to border with South — NK developments theme
finding-419,1,Samsung Electronics labor-management wage talks — Korean domestic theme
finding-420,1,Lee–Canadian PM call on Hormuz freedom of navigation — Korea external relations
finding-421,1,PPP leader on Lee's wartime troop control push — Korean domestic politics
finding-422,1,Lee and first lady at traditional market — Korean domestic
finding-423,1,Samsung Electronics wage-talks LEAD — Korean domestic
finding-425,1,Samsung Electronics wage-talks dup — Korean domestic
finding-429,1,Seoul shares fresh high despite Mideast tensions — Korean domestic markets
finding-431,1,S. Korea–Japan military logistics support pact denied — Korea external
finding-433,1,PM ODA meeting healthcare cultural — Korean external/domestic
finding-434,1,Key developments on NK this week — NK theme
finding-435,1,Summary of domestic NK news — NK theme
finding-436,1,Inter-Korean news summary — NK/Korea external
finding-437,1,External NK news summary — NK theme
finding-438,1,Seoul shares LEAD fresh high despite Mideast — Korean domestic markets
finding-440,1,Seoul shares fresh high despite Mideast — Korean domestic
finding-441,1,URGENT Seoul shares 7498 — Korean domestic
finding-443,1,S. Korea evacuation drill simulating Georgia unrest — Korean domestic preparedness
finding-448,1,HMM relocates HQ from Seoul to Busan LEAD — Korean domestic
finding-450,1,Today in Korean history wire brief — Korean domestic
finding-451,1,Lee vows state shares parent responsibility LEAD — Korean domestic
finding-452,1,Lee warns hoarding of war-hit supplies — Korean domestic
finding-455,1,BOK chief to attend BIS governors' meeting — Korean external finance
finding-457,1,HMM relocates HQ — Korean domestic
finding-458,1,Lee envoy meets Costa Rican president-elect — Korea external
finding-459,1,Seoul shares profit taking late morning — Korean domestic
finding-462,1,NIS-Army drone security capabilities — Korean domestic security
finding-465,1,Sumi Jo cultural cooperation ambassador — Korea external/cultural
finding-466,1,Gov tariffs exempt on Hormuz reroute shipping costs — Korean domestic policy
finding-467,1,S. Korea logs largest current-account surplus March — Korean domestic
finding-468,1,Lee vows state shares parent responsibility — Korean domestic
finding-472,1,Seoul shares open lower on profit hunting — Korean domestic
finding-474,1,Seoul shares open lower — Korean domestic
finding-475,1,URGENT Seoul shares open 1.82pct lower — Korean domestic
finding-477,1,Current account surplus LEAD — Korean domestic
finding-478,1,NK new long-range artillery along border — NK theme
finding-479,1,Current account surplus March — Korean domestic
finding-480,1,URGENT Current account surplus US$37.33B — Korean domestic
finding-484,1,Korea Times editorial — Korean domestic opinion
finding-486,0,Top headlines major SK newspapers — multi-topic news-roundup off-topic per conservative rule
finding-492,1,S. Korea–Japan 2+2 security talks — Korea external
finding-493,0,"KBO baseball league 3 million fans milestone — sport, not in themes"
finding-497,1,Lee calls for closer cooperation with Netherlands — Korea external
finding-626,1,Koreans flock to pay with their faces (FT) — Korean domestic tech
finding-1206,1,NK constitutional amendments signal assurance to South — NK theme
finding-1273,0,Vietnamese steel-co logistics in South Central Vietnam — unrelated
