finding_id,is_on_topic,reasoning_note
finding-5,1,think-tank assessment of Russian territorial losses in the war
finding-13,1,ceasefire violations during Victory Day weekend
finding-15,1,Russian Victory Day scaled back amid Ukrainian assaults
finding-36,0,Moscow's diplomatic reaction to German rearmament — different policy story
finding-38,1,mutual accusation of Victory Day ceasefire breach
finding-42,0,Moldova-EU-Transnistria politics — not Russia-Ukraine war
finding-56,0,Russia's posture on Middle East UN draft resolutions — separate story
finding-134,1,Latvia-Russia diplomatic protest over drone incident tied to Ukrainian drone campaign
finding-135,1,reduced Victory Day parade amid Ukrainian drone strikes
finding-136,1,Ukrainian drone hits ATC center; southern Russia airports halt
finding-137,1,Russia-Armenia friction over hosting Zelensky in Victory Day context
finding-138,0,"Russian Q1 GDP figures — economic story, not war coverage"
finding-139,0,domestic political repression case in Yekaterinburg — unrelated to war
finding-140,1,Russia accuses Ukraine of drone launches from Latvian airspace
finding-142,1,abduction of Ukrainian children as Russia-Ukraine war atrocity
finding-144,1,Dutch analyst war-trajectory assessment
finding-146,1,southern-Russia airport disruption from Ukrainian drones
finding-147,1,Russia redeploys forces against Ukrainian drones
finding-148,1,Ukrainian court sentences Russian propaganda official over war activities
finding-150,1,war civilian casualty toll
finding-152,1,drone strike on Crimean electrical substation
finding-153,1,Ukrainian Azov drone operations near Mariupol
finding-154,1,Zelensky war-rhetoric commentary on Russia
finding-155,1,Russian shelling of Kharkiv region
finding-156,1,Russian energy-infrastructure strike count over the war
finding-157,1,Ukrainian drones strike Yaroslavl oil facility deep in Russia
finding-158,1,Belarus reassurance on Russian military units — war context
finding-159,1,daily front-line combat-clash count
finding-160,1,Ukrainian air-defence intercepts Russian drones overnight
finding-161,1,Zelensky tally of Russian ceasefire violations
finding-163,1,daily Russian casualty toll in the war
finding-164,1,Ukrainian drone destroys Russian Grad launcher
finding-168,1,Ukrainian air-defence missile shortage under Russian strikes
finding-362,0,Russia-Iran weapons cooperation against US — Middle East/Russia-Iran story
finding-503,1,mutual accusation of Victory Day ceasefire breach
finding-527,1,BBC analysis of toned-down parade as war-going-badly signal
finding-528,1,North Korean fighters' deaths in Russian war effort
finding-547,1,pre-parade ceasefire-breach live coverage
finding-580,1,DW analysis of scaled-back May 9 parade
finding-584,1,ceasefire-day attacks continue
finding-594,1,Zelensky warning to foreign attendees of Victory parade
finding-659,1,German-language report on attacks despite Russian ceasefire
finding-679,1,drones found crashed near Latvian border tied to Ukrainian campaign
finding-680,0,German analysis of Russian domestic mood under Putin — internal Russia story
finding-700,0,Moscow City Court ruling on website ban — Russian judicial news
finding-701,1,Russia revokes foreign-press parade accreditations
finding-702,1,southern-Russia airport halt due to Ukrainian drone
finding-705,1,Zelensky accusation of fake Russian ceasefire
finding-706,1,Meduza book release on ideological origins of Russian war for Victory Day
finding-707,0,new Russian human-rights commissioner appointment — domestic political story
finding-708,1,first day of Russia's unilateral ceasefire with Ukrainian drone activity
finding-710,1,Russia's unilateral ceasefire commences
finding-713,1,Russian MFA fury over Zelensky's Yerevan platform
finding-714,0,Russian website ban administrative dispute
finding-716,1,Zelensky warns foreign politicians against attending May 9 in Moscow
finding-717,0,Economist column on Putin's domestic grip — internal Russia analysis
finding-718,1,Russians' cash demand rises due to drone-strike-driven shutdowns
finding-719,1,Kremlin rejects peace talks pending Ukrainian Donbas withdrawal
finding-720,1,day-2 ceasefire and Ukrainian drone strikes summary
finding-721,0,prison death of artist on dissident charges — domestic repression
finding-722,1,EU refuses to evacuate Kyiv diplomats despite Russian threats
finding-723,1,list of Russian cities scaling back or cancelling Victory parade
finding-726,1,daily war update with Zelensky on parade dependency
finding-728,1,Russian abandonment of Soviet WWII soldier remains in Latvia in Victory Day context
finding-730,1,residents of Chuvashia capital recount largest Ukrainian air attack on the city
finding-731,1,Russia revokes foreign media accreditations for parade
finding-732,1,Russian soldier's account of war combat conditions
finding-734,1,Kremlin internal discussion on how to 'sell' a war end to Russians
finding-736,1,analysis of Russian air defenses' failure against Ukrainian oil-refinery strikes
finding-738,1,Russian attacks across Ukraine daily casualty count
finding-739,1,Ukrainian strikes on Russian oil refinery and defense-tech centre overnight
finding-740,1,Zelensky warning against attending Russia's Victory parade
finding-741,1,Victory Day ceasefire confusion with drone attacks on both sides
finding-742,1,Russia likely to strike Ukraine's energy grid; Kyiv preparedness
finding-743,1,Ukrainian general staff total Russian troop loss count
finding-744,1,Ukrainian pre-parade drone barrage on Moscow
finding-746,1,Armenian PM rejects ally status with Russia over Ukraine in Victory Day context
finding-747,1,Russian city Perm cancels parade after Ukrainian drone strikes
finding-748,1,diplomats refuse to leave Kyiv despite Russian Victory Day threats
finding-749,1,daily war update — Ukraine on Kherson Oblast situation
finding-750,1,analysis: why Moscow fears this Victory Day
