finding_id,is_on_topic,reasoning_note
finding-2,1,Trump and Xi to meet in Beijing key issues China summit — direct
finding-4,1,US-China head-to-head Explained Trump visit Beijing — direct
finding-16,1,Iran war live Trump travels to China conflict Tehran looms — direct
finding-49,0,MEE Morning update multi-topic newsletter
finding-54,1,US and China begin trade talks South Korea ahead Trump visit — direct
finding-86,1,Cosmic order political authority messaging temple Trump China — direct
finding-88,1,China-US trade talks kick off in Seoul ahead leaders summit — direct
finding-92,1,Nvidia's Jensen Huang joins Trump's trip to China last minute — direct
finding-98,1,Privacy screens police dogs Beijing prepares Trump's visit — direct
finding-105,1,US confirms delegation Apec meeting China Trump Beijing — direct
finding-108,1,After nearly 9 years Trump landing in totally different China — direct
finding-109,1,Trump art of the deal playbook failing Beijing asserts — direct
finding-111,1,US defence secretary Hegseth joins Trump on China trip — direct
finding-115,1,Trump heads to Beijing seeking stability high-stakes Xi talks — direct
finding-294,1,Trump lleva Marco Rubio viaje China prohibida entrada — direct
finding-333,1,Trump a China líderes corporativos misión — direct
finding-335,1,Why Does Trump Suddenly Need Xi Jinping Beijing visit — direct
finding-338,1,Trump China Visit Live Updates High-Stakes Talks — direct
finding-348,1,Trump Downplays Differences With Xi Over Iran Ahead Summit — direct
finding-356,1,Trump vows to push Xi to open up China American firms — direct
finding-364,1,Trump expects big fat hug from Xi amid tense agenda — direct
finding-479,1,Trump heads to China for high-stakes summit with Xi — direct
finding-480,1,Trump to depart for China for high-stakes summit duplicate — direct
finding-482,1,Trump to depart for China for high-stakes summit with Xi — direct
finding-501,1,A decade on Trump returns to stronger more assertive China — direct
finding-521,1,How the Trump-Xi summit could set superpower relations years — direct
finding-564,1,Trump-Xi summit Trade Taiwan Iran on table Beijing — direct
finding-573,1,Trump could choose change Taiwan policy Beijing Congress — direct
finding-583,1,Whose art of the deal Trump Xi to meet in Beijing — direct
finding-585,1,Trump-Xi Summit Trump to ask Xi to open up China — direct
finding-597,1,Trump-Xi summit High stakes US China world — direct
finding-608,1,Borsa Asia chiude positiva guarda Trump in Cina — direct
finding-622,1,Trump's China trip collides with AI security fears — direct
finding-629,1,Trump plan discuss Taiwan arms sales with Xi rattles Asian — direct
finding-630,1,Trump is up against China's great wall of confidence — direct
finding-640,1,Xi set to welcome Trump from position of strength — direct
finding-665,1,Trump reist nach China Besuch bei Freund Xi — direct
finding-699,1,Donald Trump bei Xi Jinping Furcht Taiwan Speisekarte — direct
finding-745,1,Неравносторонний треугольник Трамп направляется в Китай Путин — direct
finding-772,1,China reveals four red lines ahead of Trump visit Taiwan — direct
finding-817,1,Cumbre entre Xi Jinping y Donald Trump cinco puntos clave — direct
finding-830,1,Trump sin armas frente a Xi aterriza China debilidad — direct
finding-910,1,Trump Xi Pekin buluşuyor dünya kilitlendi — direct
finding-1000,1,A China é mais fraca do que parece Trump Pequim — direct
finding-1020,1,Encontro Trump e Xi China projeção aparência estabilidade — direct
finding-1123,1,Trump pedirá a Xi abrir China empresas estadounidenses — direct
finding-1146,1,Donald Trump llega a China para reunirse con Xi tensiones — direct
finding-1203,1,The Geopolitics of the Trump-Xi Meeting pomp circumstance — direct
finding-1301,1,Doanh nghiệp Mỹ Trump Trung Quốc Boeing Cargill Nvidia — direct
finding-1345,1,What Happened to Trump the China Hawk Beijing détente — direct
finding-1347,1,What Trump and Xi Want From Their Summit trade Taiwan Iran — direct
finding-1348,1,China's Rare-Earth Card Looms Over Trump-Xi Summit — direct
finding-1356,1,Picking up vibes Beijing major Trump-Xi visit — direct
finding-1365,1,Rencontre Trump-Xi Chine éviter posture militaire — direct
finding-1366,1,Donald Trump en Chine rencontre Xi Jinping enjeux — direct
