finding_id,is_on_topic,reasoning_note
finding-77,1,French president onstage outburst Kenya Africa Forward overshadows — direct
finding-163,1,Ruto Win-Win Africa-France Partnership Nairobi — direct
finding-167,1,French Companies Expand Ethiopia summit reposition — direct
finding-179,1,Guterres Africa Leadership Speech Summit Nairobi — direct
finding-192,1,Eliud Kipchoge Nairobi run Macron French connection — direct
finding-203,1,Africa is not a continent waiting Guterres — direct
finding-210,1,Tinubu calls reform global financial architecture Africa Forward — direct
finding-495,1,Guterres highlights Africa leadership speech summit Nairobi — direct
finding-520,1,France move beyond colonial ties African leaders Kenya — direct
finding-574,1,Emmanuel Macron wants dialogue with Rwanda and DRC — direct
finding-575,1,Deals new partnerships Africa-France summit sovereignty Ruto — direct
finding-577,1,Macron speaks France policies in Sahel countries dialogue — direct
finding-579,1,Mali immigration DRC Five takeaways Macron Africa Forward Nairobi — direct
finding-582,1,Macron speaks FRANCE 24 Africa Forward wraps up — direct
finding-641,1,Nairobi summit France push to invest in Africa May 11 — direct
finding-791,1,France wants dominate Africa Lumumba activist RT — direct
finding-1239,1,Macron unveils 27 billion investment Africa partnership Kenya — direct
finding-1367,1,Macron escale Éthiopie après sommet Nairobi — direct
finding-1377,1,Sommet Africa Forward Nairobi pluie annonces partenariat — direct
