finding_id,is_on_topic,reasoning_note
finding-47,1,Israel orders evacuations in six south Lebanon towns — direct
finding-53,1,Israeli drone strike hits town in southern Lebanon — direct
finding-58,1,Two paramedics and soldier among 15 killed Israeli strikes Lebanon — direct
finding-61,1,Abu Dhabi sanctions 21 people groups over Hezbollah links — direct
finding-87,1,Israel strikes Lebanon 380 killed since April 17 ceasefire — direct
finding-505,1,Lebanon paramedics among 13 killed Israeli strikes Nabatieh — direct
finding-646,0,Gaza displaced persons camps overrun by rats UN
finding-684,0,Israel Sondertribunal Hamas-Überfall 7 Oktober
finding-795,1,Israel steps up brutal bombardment southern Lebanon 87 killed — direct
finding-1341,1,Sauver cessez-le-feu Israël Liban composant ses limites — direct
finding-1342,1,Salvage Israel-Lebanon ceasefire work within limits Hizbollah — direct
finding-1374,1,Nord Israël menace permanente drones Hezbollah opération — direct
