finding_id,is_on_topic,reasoning_note
finding-15,1,Starmer at risk because pushed Labour to be new Conservative — direct
finding-542,1,How much longer can Keir Starmer cling to power — direct
finding-543,1,Labour unions predict Starmer will not lead party next election — direct
finding-581,1,Starmer faces calls to quit Farage former — direct
finding-602,1,UK Starmer tells Cabinet continue four junior ministers quit — direct
finding-650,1,UK PM Starmer fights for political survival — direct
finding-669,1,Debatte Starmer Rücktritt spaltet Labour — direct
finding-673,1,Britischer Premier Starmer weist Rücktrittsforderungen — direct
finding-683,1,Britischer Premier Starmer will im Amt bleiben — direct
finding-819,1,Por qué primer ministro Reino Unido aguanta Brexit maldición — direct UK context
finding-1228,1,Starmer defies calls to resign get on with governing — direct
finding-1346,1,How Long Can Keir Starmer Hang On — direct
finding-1362,1,Royaume Uni démission Starmer accroche poste — direct
finding-1396,1,Britain embattled prime minister office Starmer Charles — direct
finding-1404,1,Ousting Keir Starmer harder than looks party rules — direct
