finding_id,is_on_topic,reasoning_note
finding-124,1,Zelensky over 100 Russian drones in sky new attacks — direct
finding-126,1,Drones strike industrial Yaroslavl Russia — direct
finding-127,1,Air Defense Forces shoot down 111 of 139 Russian drones — direct
finding-128,1,War update 210 combat clashes Pokrovsk Kostiantynivka drones — direct
finding-129,1,Russian attacks Dnipropetrovsk kill eight civilians 11 injured — direct
finding-130,1,Russian drones target industrial infrastructure Odesa — direct
finding-136,1,Kharkiv Russian strikes fire infrastructure site — direct
finding-141,1,Partisans Atesh Russia warehouses logistics rear — direct
finding-142,0,Kremlin work with Russians abroad hybrid operations
finding-143,1,Russia intensifies strategic aviation massive strike threat — direct
finding-145,1,War update 170 combat clashes Pokrovsk Kostiantynivka drones — direct
finding-147,1,Zelensky Kryvyi Rih Russia killing Ukrainians partial truce — direct
finding-148,1,Russians attack Dubovyky Dnipropetrovsk aerial bombs four killed — direct
finding-149,1,Russians residential Kryvyi Rih two killed infant — direct
finding-151,1,Gray zone front 10 kilometers drones expanded — direct
finding-152,1,Zelensky Ukraine responds in kind gas facilities Oren — direct
finding-534,1,Three-day ceasefire ends fresh wave Russian attacks Ukraine — direct
finding-694,1,Neue ukrainische Kriegstaktik Deep strikes Russland Taurus — direct
finding-716,1,Украина удар порт Тамань Краснодарский — direct
finding-726,1,Россия Кривому Рогу двое погибших девятимесячная — direct
finding-735,1,Война 1539-й день трехдневное прекращение дроны атаки — direct
finding-744,1,Украинские дроны Оренбургу жилой дом — direct
finding-746,0,1400 мирных жителей погибло в России от военных атак
finding-759,1,Russia strikes Kryvyi Rih day after ceasefire ends 2 killed — direct
finding-761,1,Ukrainian drones hit gas facility Russia Orenburg Zelensky — direct
finding-762,1,"Ukrainian drones strike Russian gas facility 1,500 km from border — direct"
finding-768,1,Ukraine strikes Russian military Donetsk after ceasefire end — direct
finding-853,0,Carguero ruso Murcia 2024 reactores nucleares
finding-1113,1,Rusia derribo 290 drones lanzados Ucrania — direct
finding-1114,1,Zelenski ataque ruso en marcha más de cien drones — direct
finding-1142,1,Rusia derriba cerca de 300 drones ucranianos territorio — direct
finding-1171,1,Rusia lanzó contra Ucrania durante la noche 139 drones — direct
finding-1227,1,Russian attacks Dnipropetrovsk kill six after ceasefire expires — direct
