finding_id,is_on_topic,reasoning_note
finding-133,1,EU Ministers to Discuss Direct Talks Russia Putin Schröder — direct
finding-145,1,Ukraine firmly rejects Schröder as EU negotiator Sybiha — direct
finding-150,1,Russia has no right to appoint EU negotiator Kallas Schröder lobbyist — direct
finding-444,1,EU Kallas criticises Putin very cynical Schröder coordinate talks — direct
finding-486,1,Could German ex-leader Schröder really negotiate Ukraine peace — direct
finding-490,1,No comment after Schröder named by Putin for Ukraine talks — direct
finding-563,1,Putin schlägt Schröder als Vermittler vor gemischt Reaktionen — direct
finding-605,1,Путин Шредер предпочтительный переговорщик Германия отвергла — direct
finding-606,0,Война 1537-й день перемирия нарушения ceasefire
finding-608,0,Sokurov Venice Biennale conference cancelled
finding-621,1,EU Ukraine reject Schroeder mediator Kallas lobbyist — direct
finding-627,0,Ukraine respond in kind if Russia refrains mass aerial Zelensky
finding-631,1,Germany skeptical Putin proposal Schroeder mediator Ukraine — direct
finding-1193,1,EU's Kallas rejects Schröder Russia-Ukraine negotiator — direct
