finding_id,is_on_topic,reasoning_note
finding-51,1,China US trade talks South Korea ahead Trump Beijing — direct
finding-87,1,China readies Trump visit trade rebound He Lifeng Bessent Seoul — direct
finding-116,1,China confirms Trump state visit May 13-15 Xi — direct
finding-119,1,Trump China return changed since 2017 visit — direct
finding-235,1,EU y China negocian previo reunión Trump Xi comercial — direct
finding-260,1,Visita incómoda Trump China temas tensan Xi Jinping — direct
finding-277,1,Iran War could make Trump trip to China chillier — direct
finding-428,1,Trump's China visit set to test fragile tariff truce — direct
finding-519,1,Trump to press Xi about Iran war at summit Beijing — direct
finding-634,1,China confirms dates for Trump state visit Beijing Xi — direct
finding-708,1,Chinos hablan visita Trump bienvenida recelo Pekín — direct
finding-953,1,China dispuesta mayor estabilidad encuentro — direct
finding-1023,1,De Nixon a Trump viajes presidenciales EE.UU. China medio siglo — direct historical framing
finding-1042,1,Xi y Trump medirán Pekín Irán aranceles diferencias — direct
finding-1161,1,Taiwan looming over Trump Xi summit Iran war — direct
