finding_id,is_on_topic,reasoning_note
finding-18,0,Things not going well for Russia stalled advance economic
finding-21,1,Russia and Ukraine accuse other of ceasefire violations — direct
finding-131,1,Ukraine Russia accuse each other breaking US-brokered ceasefire — direct
finding-263,1,Rusia acusa Ucrania romper tregua tres días mediada EE.UU. — direct
finding-426,0,Putin Ukraine conflict coming to end backing Zelensky
finding-444,1,Kallas criticises Putin very cynical Ukraine ceasefire calls Schröder — direct
finding-602,1,Зеленский Путин подтолкнули реальным переговорам трехдневное перемирие — direct
finding-606,1,Война 1537-й день перемирия нарушения — direct
finding-619,1,Ukraine POW exchange list Russia US guarantees during ceasefire — direct
finding-623,1,Victory Day ceasefire draws to close Russian attacks 3 civilians — direct
finding-630,0,Putin says war in Ukraine almost over Victory ours
finding-633,0,Russia still superpower Victory Day parade analysis
finding-641,1,"Ukraine violated Victory Day ceasefire 16,000 times Russian MOD — direct"
finding-651,0,Soviet sacrifice WWII RT historical
finding-666,1,Rusia Ucrania mutuamente alto fuego Jersón Zaporiyia civiles — direct
finding-804,0,Central Asian states sanctions-busting Russia
finding-1064,1,Russia Ukraine accuse each other violating 3-day truce — direct
