finding_id,is_on_topic,reasoning_note
finding-4,1,Two more cruise ship passengers test positive hantavirus French American — direct
finding-89,1,More passengers hantavirus-hit cruise ship test positive French American — direct
finding-216,1,Passageiros começam deixar navio MV Hondius surto hantavírus — direct
finding-259,1,Evacúan pasajeros crucero hantavirus repatriación Madrid hospital — direct
finding-298,1,US French nationals from hantavirus ship test positive — direct
finding-325,1,US French nationals hantavirus ship test positive Dutch couple German woman died — direct
finding-373,1,N Korea flags hantavirus danger amid cruise ship outbreak — direct
finding-408,1,Passengers leave hantavirus-hit cruise ship Tenerife WHO — direct
finding-411,1,US French nationals test positive hantavirus after leaving ship Nebraska — direct
finding-430,1,Tourist hotspot end of the world denies hantavirus outbreak Ushuaia — direct
finding-445,1,Evacuated US French MV Hondius passengers test positive — direct
finding-447,1,Hantavirus cruise ship passengers isolation facility UK Merseyside — direct
finding-448,1,Hantavirus ship MV Hondius Tenerife tourist attraction Canary — direct
finding-470,1,US cruise passengers arrive hantavirus mildly positive French — direct
finding-475,1,Hantavirus Evacuated passengers begin returning home Germany — direct
finding-523,1,Two cruise ship evacuees test positive for hantavirus US France — direct
finding-540,1,Kreuzfahrtschiff zwei weitere Hantavirus positive Französin — direct
finding-562,1,Deutsche Passagiere Hondius auf dem Weg in die Heimat — direct
finding-570,1,Hantavirus-Verdacht Atlantikinsel Fallschirmsprung Hondius — direct
finding-572,1,Evakuierung Hondius Teneriffa Passagiere Crew — direct
finding-577,1,Hantavirus was gegen Pandemie spricht MV Hondius — direct
finding-592,1,Пассажиры Франции США Хондиус хантавирус AP — direct
finding-616,1,MV Hondius Тенерифе Гранадилья хантавирус вспышка — direct
finding-636,1,US decision hantavirus-hit ship passengers risks WHO chief — direct
finding-656,1,Última hora brote hantavirus Sanidad pasajeros cuarentena — direct
finding-746,1,Hantavirüs semptomları tahliye yolcular DSÖ alarma — direct
finding-753,1,Hantavirüs tahliyesi Tenerife kruvaziyer yolcular — direct
finding-832,1,Brote hantavirus MV Hondius live cepa Andes contagios — direct
finding-993,1,Llegan Alemania cuatro pasajeros sin síntomas crucero HV Hondius — direct
finding-1055,1,Evacuation flights leave Tenerife cruise ship virus outbreak — direct
finding-1084,1,2 Indians aboard cruise ship hantavirus cases Netherlands — direct
finding-1127,1,Pháp ca Hantavirus đầu tiên ổ dịch tàu Đại Tây Dương Rist — direct
finding-1196,1,One American tested positive other mild hantavirus flight 17 — direct
