finding_id,is_on_topic,reasoning_note
finding-600,1,"Латвии министр обороны отставку дроны Спрудс — direct"
finding-614,1,"Министр обороны Латвии Спрдус отставку дроны — direct"
finding-648,1,"Baltic state defense minister fired Ukrainian drone incursions — direct"
finding-629,1,"Latvian defense minister resigns drones violate airspace Silina — direct"
finding-589,0,"Ukraine армейская реформа Федоров"
finding-1026,1,"Primera ministra Letonia asumirá temporalmente Defensa tras salida — direct"
finding-33,0,"Iranian air defense downs hostile drone southwest"
finding-159,0,"Drone operators destroy Russian flag Kostiantynivka"
finding-652,1,"NATO state Estonia urges Ukraine to control drones — direct"
finding-632,1,"Estonia tells Kyiv tighten drone control Ukraine experts aerial — direct"
finding-607,0,"ФБК Иван Жданов интервью"
finding-134,0,"Ukraine multiple casualties second day Russia truce"
finding-49,1,"Ukraine ready work with Baltic Finland on airspace security after drone — direct"
finding-611,0,"Венгерская полиция Сузуки Иларион"
finding-756,0,"Belçika Türkiye savunma sanayii işbirliği"
finding-444,0,"Kallas criticises Putin Ukraine ceasefire Schroeder"
finding-143,0,"CinC Syrskyi inspects Khartia Corps Kupiansk drones"
finding-625,0,"Russia has lost 1,342,030 troops since Feb 24"
finding-649,0,"Kremlin explains impasse Ukraine peace talks Donbass"
finding-151,0,"Germany Defense Minister Pistorius arrives in Kyiv"
finding-608,0,"Sokurov Venice Biennale conference cancelled"
finding-999,0,"Laia Codina abandonará Arsenal fin temporada"
finding-545,0,"Ukrainische Infanterie 130 Tage Todeszone"
finding-486,0,"German ex-leader Schröder negotiate Ukraine peace"
finding-544,0,"Polens Ex-Minister Ziobro flieht aus Ungarn USA"
finding-304,0,"Trump rejects unacceptable Iranian terms ending war"
finding-626,0,"Wanted former Polish minister Ziobro flees Hungary Magyar"
finding-581,0,"Kerosinmangel Privatjet Iran Krieg Geschäft"
finding-154,0,"Russia loses 920 troops 76 artillery systems past day"
finding-621,0,"EU Ukraine reject Schroeder Germany ex-Chancellor mediator"
finding-550,0,"Pistorius neue Waffensysteme Ukraine bauen"
finding-596,0,"Kasperskaya Цифровое сопротивление InfoWatch"
finding-69,0,"Iran executes man accused of spying for CIA Mossad"
finding-605,0,"Putin Schröder предпочтительный переговорщик отвергли"
finding-557,0,"Starmer Rücktrittsforderungen Labour Kommunalwahlen"
finding-139,0,"Ukraine Khartiia Vovchansk axis tactical position"
finding-559,0,"Söder Bayern Entlastungsprämie Regierung"
finding-752,0,"Dendias Yunanistan en güçlü ordu kuracağız"
finding-147,0,"Russian forces 250 attacks Ukrainian border guards 150 drones"
finding-758,0,"İstanbul jet ski denize iki arkadaş suya düştü"
finding-77,0,"Israeli soldier killed Hezbollah drone attack Lebanon border"
finding-44,0,"Turkish Egyptian foreign ministers Iran-US negotiations call"
finding-121,0,"Trump Tehran Qatari tanker transit overnight events"
