finding_id,is_on_topic,reasoning_note
finding-404,1,"Confirmed strike on vessel may reshape Seoul stance Hormuz US-led — direct"
finding-322,1,"South Korea condemns attack on cargo ship in Strait of Hormuz vows response — direct"
finding-356,1,"Cheong Wa Dae attack on civilian ships in Hormuz cannot be tolerated urgent — direct"
finding-407,1,"Seoul concludes external strike caused explosion HMM Hormuz — direct"
finding-347,1,"Cheong Wa Dae attack on civilian ships Hormuz cannot be tolerated — direct"
finding-340,1,"Cheong Wa Dae duplicate attack civilian ships Hormuz — direct"
finding-353,1,"Cheong Wa Dae duplicate attack civilian ships Hormuz — direct"
finding-346,1,"HMM to repair cargo ship damaged in Strait of Hormuz — direct"
finding-369,1,"Main opposition slams gov't for not identifying Iran attack SK vessel — direct"
finding-361,1,"Duplicate opposition slams gov't not identifying Iran SK vessel — direct"
finding-375,1,"Duplicate opposition slams gov't not identifying Iran SK vessel — direct"
finding-360,1,"Defense ministry signals necessary support Hormuz ship probe — direct"
finding-491,1,"Crosetto ipotesi avvicinamento navi Hormuz missione Italia — direct"
finding-368,0,"SK naval destroyer fleet review international US training"
finding-382,1,"FM Cho closer examination strike SK vessel Hormuz — direct"
finding-657,0,"Clavijo Canarias gobierno Marina Mercante fondeo buque — different ship"
finding-338,1,"Rival parties spar over gov't response attack SK vessel Hormuz — direct"
finding-78,1,"Multinational talks restoring navigation through Hormuz — direct"
finding-373,0,"NK flags hantavirus danger cruise ship outbreak"
finding-366,1,"Defense chiefs SK US OPCON transfer Hormuz ship probe — direct"
finding-406,1,"Cheong Wa Dae working NSC findings HMM vessel explosion — direct"
finding-103,0,"South Korea Hyundai robots AI dwindling army numbers"
finding-359,0,"SK NATO defense industry cooperation talks"
finding-66,1,"Tankers reportedly disable trackers to avoid attacks Hormuz — direct"
finding-552,0,"Japan Sicherheitspolitik Abkehr Pazifismus Waffen Export"
finding-1032,0,"Corea del Sur OTAN cooperación interoperabilidad estándares"
finding-405,1,"Cheong Wa Dae working NSC HMM vessel explosion Hormuz — direct"
finding-548,0,"Iran wehrt sich gegen Kritik Trump Antwort Verhandlung"
finding-57,1,"Iran French British ships Hormuz decisive immediate response — direct"
finding-886,1,"A crise de Hormuz Folha column — direct"
finding-371,0,"NK marches Russia Victory Day parade military bond"
finding-401,0,"Korea Times editorial constitutional reform collapse"
finding-76,1,"Iran demands sovereignty over Hormuz in counterproposal to US — direct"
finding-637,1,"Iran-Israel tensions arm pirates Hormuz blockade — direct"
finding-400,0,"Korea JoongAng Daily editorial NK Russia Victory Day"
finding-80,0,"Hegseth rejects senator claims US munitions depleted"
finding-636,0,"US decision hantavirus-hit ship passengers may have risks WHO"
finding-0,1,"Former Qatar PM Netanyahu Iran war reshape Middle East Hormuz Gulf NATO — direct"
finding-915,0,"EUA criticam Taiwan atrasar recursos defesa China"
finding-396,0,"SK inks deal export more Chunmoo rocket launchers to Estonia"
finding-365,0,"Today in Korean history May 12"
finding-301,0,"PMD Glof alert KP Gilgit-Baltistan rainfall Pakistan"
finding-1163,0,"Tchad jihadistes contre-attaque armée province Lac"
finding-941,0,"USP não avisada desocupação reitoria violência"
finding-564,0,"Iran übermittelt Antwort US-Vorschlag Verhandlungen"
finding-3,1,"Iran says US unreasonable demands negotiations end war Hormuz Baghaei — direct"
finding-402,0,"Korea Herald editorial Constitution tear gas impeachment"
finding-921,0,"PM USP greve tensiona desocupação reitoria"
finding-865,0,"Vorcaro BC cartilha contratos Renato G"
finding-1180,0,"Arabie saoudite tenir distance Iran-USA-Israël conflit"
finding-532,1,"Trump Iran totally unacceptable French-British Hormuz operation Macron — direct"
finding-74,0,"Interceptor missiles launched Kiryat Shmona drone alert"
finding-1150,0,"CrisisWatch ICG On Our Radar weekly"
finding-349,0,"Bessent visit Seoul ahead Trump-Xi summit"
finding-481,0,"Germany Pistorius Kyiv pro-Palestinian Stuttgart"
finding-976,0,"Rubén Rocha Moya gobernador Sinaloa familia baleado"
finding-635,0,"Iran's new atomic bomb US policy pushed brink"
finding-289,0,"KP CM Afridi decries closed-door decisions Bannu"
finding-399,0,"Bessent Seoul Trump-Xi summit duplicate"
finding-272,0,"Pak Army Chief Munir Op Sindoor unprovoked threat India"
finding-403,0,"Top headlines major SK newspapers digest"
finding-333,0,"KFA approval North Korean women's football team visit"
finding-216,0,"Passengers MV Hondius hantavirus surto navio"
finding-140,0,"SAHA 2026 RAROG Ukraine defense armor drones tech"
finding-631,0,"Germany skeptical Putin Schroeder Ukraine peace talks mediator"
finding-667,0,"Putinismo borrado crímenes soviéticos veneración Memorial Katyn"
finding-335,0,"Presidential chief of staff random attack killing student"
finding-1182,0,"Guerre Moyen-Orient États-Unis exigences déraisonnables Trump Iran"
finding-167,0,"South Africa storms national disaster news briefs"
finding-1067,1,"US aircraft carrier George Washington leaves Yokosuka Japan — direct Hormuz-relevant deployment"
