finding_id,is_on_topic,reasoning_note
finding-634,1,"China confirms dates for Trump state visit Beijing Xi — direct"
finding-116,1,"China confirms Trump state visit May 13-15 Xi — direct"
finding-87,1,"China readies Trump visit trade rebound He Lifeng Bessent Seoul — direct"
finding-519,1,"Trump to press Xi about Iran war at summit Beijing — direct"
finding-119,1,"Trump China return changed since 2017 visit — direct"
finding-428,1,"Trump's China visit set to test fragile tariff truce — direct"
finding-708,1,"Chinos hablan visita Trump bienvenida recelo Pekín — direct"
finding-260,1,"Visita incómoda Trump China temas tensan Xi Jinping — direct"
finding-1042,1,"Xi y Trump medirán Pekín Irán aranceles diferencias — direct"
finding-235,1,"EU y China negocian previo reunión Trump Xi comercial — direct"
finding-51,1,"China US trade talks South Korea ahead Trump Beijing — direct"
finding-277,1,"Iran War could make Trump trip to China chillier — direct"
finding-1023,1,"De Nixon a Trump viajes presidenciales EE.UU. China medio siglo — direct historical framing"
finding-953,1,"China dispuesta mayor estabilidad encuentro — direct"
finding-1161,1,"Taiwan looming over Trump Xi summit Iran war — direct"
finding-468,0,"NPR morning brief multi-topic news roundup"
finding-282,1,"Araghchi visit China right before Trump-Xi meeting — direct"
finding-502,1,"Iran China AI Trump legacy-defining week Washington Beijing — direct"
finding-806,0,"China Turkmenistan billions contracts Central Asia"
finding-25,0,"China rejects illegal US sanctions over Iran"
finding-109,1,"Xi leverage ahead of Trump meet Hong Kong weekend reads — direct"
finding-449,0,"Middle East crisis Trump rejects Iran response Tehran retaliate"
finding-41,1,"Trump to pressure Xi over Iran support during visit White House — direct"
finding-801,0,"Commentary Qingdao connects China to Caucasus"
finding-927,0,"Feiras pretendentes Tinder analógico China parque"
finding-520,1,"China fixes currency 3-year high ahead Trump-Xi meeting — direct"
finding-349,1,"Bessent will visit Seoul ahead Trump-Xi summit — direct"
finding-399,1,"Bessent visit Seoul ahead Trump-Xi duplicate — direct"
finding-320,0,"China won't allow Taiwan to attend WHO annual assembly"
finding-126,0,"Taiwan Cheng Li-wun cross-strait peace Xi KMT interview"
finding-245,0,"La guerra sigue Trump Irán rechazan propuestas paz"
finding-67,0,"MEE Morning update general newsletter"
finding-1162,0,"Trump out of war needs stand up Israel Lebanon"
finding-10,0,"Vatican standing up to Trump Kim Daniels Tlhabi"
finding-507,0,"Trump to Axios I don't like Iran peace plan"
finding-1052,0,"Trump calls Iran's response unacceptable peace"
finding-823,0,"Trump rejects Iran peace terms Tehran warns new attacks"
finding-450,0,"Trump calls Iran totally unacceptable ceasefire frays"
finding-9,0,"Iran war day 73 Trump Tehran clash latest peace"
finding-915,0,"EUA criticam Taiwan atrasar recursos defesa China"
finding-664,0,"Trump considera totalmente inaceptable respuesta Irán"
finding-484,0,"Iran war Trump rejects proposal end conflict"
finding-910,0,"Trump grande investidor energia fusão nuclear EUA"
finding-472,0,"Trump rejects Iran latest response US ceasefire"
finding-1021,0,"Irán no cede negociaciones EE.UU. imponer exigencia Trump"
finding-58,0,"Trump we'll blow them up if Iran uranium site accessed"
