finding_id,is_on_topic,reasoning_note
finding-530,1,"Iran releases Nobel Peace Mohammadi over health concerns — direct"
finding-730,1,"Mohammadi Nobel Paz abandona cárcel tratamiento médico Irán — direct"
finding-483,1,"Iranian Nobel winner Mohammadi moved to Tehran hospital — direct"
finding-417,1,"Ailing Iranian Nobel laureate Mohammadi given bail hospital — direct"
finding-123,1,"Jailed Iran Nobel laureate Mohammadi transferred hospital — direct"
finding-884,1,"Vencedora Nobel Paz libertada fiança levada hospital Irã — direct"
finding-464,1,"Nobel laureate Narges Mohammadi transferred Tehran hospital — direct"
finding-451,1,"Nobel laureate Mohammadi smuggled memoir beatings Iranian prisons — direct same activist"
finding-22,0,"Thailand Thaksin Shinawatra released from prison parole"
finding-1047,0,"Thaksin released after 8 months abuse of power Thailand"
finding-6,0,"Thaksin Shinawatra released from jail Thailand parole"
finding-117,0,"Thaksin steps out jail Thailand political landscape"
finding-964,0,"Detenido fuga país acusación agresión sexual menor"
finding-676,0,"Polish ex-minister Ziobro Hungary asylum Orbán flees"
finding-200,0,"NMA confirms release kidnapped Anambra doctor"
finding-0,0,"Former Qatar PM Netanyahu Iran war Hormuz Gulf NATO"
finding-212,0,"Irã envia resposta a proposta de paz dos EUA"
finding-544,0,"Polens Ex-Minister Ziobro flieht Ungarn USA"
finding-46,0,"Iran war not over until enriched uranium Netanyahu"
finding-34,0,"Iran peace plan demands war compensation sovereignty Hormuz"
finding-282,0,"Araghchi visit China before Trump-Xi meeting opinion"
finding-288,0,"Iran legitimate demands peace proposal rejected Trump"
finding-224,0,"Taddei INE columna delitos"
finding-1185,0,"Saad Lamjarred procès viol France Maroc"
finding-291,0,"Plot to coerce girl terrorist attack Islamabad CM Bugti"
finding-750,0,"Ekrem İmamoğlu casusluk davası ilk duruşma"
finding-276,0,"Iran Hangs Man Convicted Spying Mossad US satellite"
finding-323,0,"Iran describes proposal end war with US legitimate"
finding-31,0,"Iran says proposal generous US insists unreasonable demands"
finding-524,0,"Hantavirus first positive case France government break chain"
finding-77,0,"Israeli soldier killed Hezbollah drone attack Lebanon border"
finding-11,0,"Ex-Israeli PM Olmert Hezbollah Lebanon disarm 2006 war"
finding-675,0,"Padre Wooby Vallecas 11 años violar feligresa"
finding-568,0,"Assad-Gefolgschaft Damascus Schauprozess Gerechtigkeit"
finding-1155,0,"Israel-Lebanon cessez-le-feu Hezbollah limites prolongée"
finding-63,0,"Israeli forces Qalandiya refugee camp raid reinforcements"
finding-774,0,"KUŞADASI 1 SULH HUKUK MAHKEMESİ legal notice"
finding-759,0,"Ayşe Hafsa Sultan Manisa Darüşşifası tarih"
finding-611,0,"Венгерская полиция Сузуки Иларион"
finding-599,0,"Мария Алехина Pussy Riot эмиграция книга"
finding-419,0,"Iran activists BBC threat of war trauma repression — different individuals"
finding-290,0,"LHC accepts Maryam plea Chaudhry Sugar Mills bail"
finding-289,0,"KP CM Afridi decries closed-door decisions Bannu"
finding-777,0,"HATAY 11 ASLİYE CEZA MAHKEMESİ legal notice"
finding-778,0,"HATAY 11 ASLİYE CEZA MAHKEMESİ legal notice"
