finding_id,is_on_topic,reasoning_note
finding-538,1,"Barcelona takes La Liga title beating Real Madrid 2-0 — direct"
finding-593,1,"Барселона чемпион Испании тренер потерял отца — direct"
finding-252,1,"Barcelona humilla Real Madrid campeón LaLiga Flick muerte — direct"
finding-905,1,"Barcelona castiga Real Madrid título espanhol — direct"
finding-249,1,"Flick celebra título Barcelona mismo día muerte padre — direct"
finding-14,1,"Fans celebrate Barcelona clinches LaLiga 2-0 El Clasico — direct"
finding-701,1,"Aficionados Barcelona Plaça Catalunya celebración — direct"
finding-1036,1,"Otra larga noche de celebración barcelonista — direct"
finding-211,0,"Sada Cruzeiro Vôlei Renata Superliga Brasileira"
finding-947,0,"Comic Barcelona premio mejor obra española autora"
finding-661,1,"Defensa alta ataque coral siete datos Barcelona campeón Liga — direct"
finding-261,1,"Muere padre Flick DT Barcelona dirigirá Clásico — direct"
finding-219,0,"Brasil derrota Argentina campeão Sul-Americano Sub-17 feminino"
finding-24,1,"What next for Real Madrid after Barcelona La Liga Clasico triumph — direct"
finding-215,0,"Brasil bronze Copa do Mundo canoagem Szeged"
finding-704,0,"Rafa Jódar Arnaldi noche extremos tenis"
finding-997,0,"Real Madrid Mourinho cambios fichajes especulación interna"
finding-238,0,"Rayadas golea Pachuca final Liga MX Femenil"
finding-213,0,"Brasil sete medalhas Grand Slam Astana judô"
finding-702,1,"Toca fingir eternidad Real Madrid año perdido — direct Clásico aftermath"
finding-973,1,"Joao Cancelo primer jugador ganar cuatro grandes ligas tras La Liga — direct"
finding-243,0,"Pachuca domina Toluca semifinales Liga MX"
finding-331,0,"Union Berlin Eta first Bundesliga female head coach"
finding-703,1,"Lamine Yamal gran estrella Liga Barça — direct"
finding-17,0,"Timberwolves Spurs Wembanyama playoff series NBA"
finding-707,0,"Mundial más caro entradas FIFA precios"
finding-255,0,"América Toluca finalistas Liga MX Femenil"
finding-655,0,"Victory Day Europe pro-Ukraine provocations scuffles"
finding-722,0,"Iván Ferreiro gira 35 años música Coruña"
finding-909,0,"Adolescência grande vencedora Bafta TV britânica"
finding-218,0,"Gabrielzinho ouros Berlim natação paralímpica"
finding-663,0,"Cierre edificio Jefatura Policía Barcelona dictadura franquista"
finding-230,0,"La Mansión VIP final realidad show ganador"
finding-734,0,"Jorge Martín MotoGP triunfo GP Francia Le Mans"
finding-555,0,"WM Mexiko Stimmung Fußball-Fieber Anpfiff"
finding-1041,0,"Molina baja cierre Atleti Mundial"
finding-958,0,"España coordinación hantavirus agradecer Guterres"
finding-1060,0,"Jorge Martin French MotoGP Ogura Japan drought"
finding-1037,1,"Olivia Rodrigo Lamine Yamal Clásico Barça-Real Madrid momentazo — direct"
finding-706,0,"Girona Rayo falta gol zona roja"
finding-870,0,"Ingressos Irã violência Copa do Mundo extracampo"
finding-891,0,"Três Graças Lucília morre atropelada novela"
