finding_id,is_on_topic,reasoning_note
finding-9,1,UK identifies new suspected hantavirus on Tristan da Cunha — direct
finding-48,1,Hantavirus under control Trump US Level 3 emergency — direct
finding-83,1,Spain repatriate guests hantavirus-hit cruise Canaries — direct
finding-108,1,Asia low hantavirus risk Singapore isolates 2 cruise — direct
finding-308,1,Rastrean pasajeros del crucero contaminado desde abril — direct
finding-332,1,Brote hantavirus países sospechosos confirmados — direct
finding-343,1,OMS no hay razones epidemia hantavirus — direct
finding-365,1,Hantavirus outbreak cruise ship timeline cases deaths spread — direct
finding-507,1,Third British suspected hantavirus Tristan da Cunha — direct
finding-531,1,How worried should we be about hantavirus passengers exposed — direct
finding-536,1,Tenerife resident calls docking hantavirus ship reckless — direct
finding-548,1,Spanish authorities prepare arrival hantavirus cruise — direct
finding-619,1,Hantavirus outbreak vs COVID public-health framing — direct
finding-635,1,Le Monde glossary on hantavirus terms MV Hondius spotlight — direct
finding-670,1,WHO Hantavirus-Ausbruch nicht der Beginn einer Pandemie — direct
finding-682,1,Passagiere gingen nach Hantavirus-Ausbruch von Bord — direct
finding-683,1,Hantavirus Hondius weiter Tote Ansteckung — direct
finding-691,1,Hantavirus Kreuzfahrtschiff Hondius Briten USA Notfallstufe — direct
finding-782,1,Brote hantavirus directo Gobierno informa caso sospechoso — direct
finding-786,1,Hantavirus desinformación bulos crisis crucero MV Hondius — direct
finding-988,1,Brote hantavirus MV Hondius live coverage Canarias — direct
finding-1132,1,Hantavirus MV Hondius Canarias en directo — direct
finding-1179,1,Control sanitario EEUU pasajeros vinculados al buque — direct
finding-1227,1,How public health officials trace contacts hantavirus — direct
finding-1350,1,WHO Tedros response hantavirus MV Hondius — direct
