finding_id,is_on_topic,reasoning_note
finding-55,1,US trade court says Trump's 10% global tariffs are illegal — direct
finding-291,1,Trump ultimátum a Europa aranceles antes del 4 de julio — direct per summary
finding-302,1,Tribunal de EU bloquea arancel global del 10% por ilegal — direct
finding-469,1,US trade court rules against Trump's 10 pct global tariffs — direct
finding-473,1,US trade court rules against Trump's 10 pct global tariffs — direct
finding-481,1,US trade court rules against Trump's 10 pct global tariffs — direct
finding-491,1,Trump threatens 'much higher' tariffs on EU if deal not by July 4 — direct
finding-515,1,Trump EU ultimatum plus trade court ruling violated US law — direct
finding-550,1,Trump walks back EU trade deal threat deadline July 4 — direct
finding-593,1,US court fresh blow to Trump 10% global tariff policy — direct
finding-596,1,Trump gives EU until July 4 to implement trade deal — direct per summary
finding-613,1,Trade court strikes down Trump 10% universal tariffs — direct
finding-638,1,Court of International Trade 2-1 ruling against Trump tariff — direct
finding-665,1,US-Handelsgericht erklärt Trumps weltweite Zölle für unzulässig — direct
finding-667,1,Trump setzt EU Ultimatum für vereinbarten Zoll-Deal — direct
finding-712,1,Trump threatens to raise EU tariffs by July 4 (RU) — direct
finding-875,1,Tribunal comercial EE.UU. falla contra arancel universal del 10% — direct
finding-1035,1,Tribunal nos EUA contra tarifas globais de 10% Trump — direct (PT)
finding-1219,1,US trade court rules against Trump's 10% global tariffs — direct
