finding_id,is_on_topic,reasoning_note
finding-353,1,"Tamil Nadu Government Formation Live, Left VCK to support TVK — direct"
finding-1248,1,"Tamil Nadu Government Formation Live, VCK Left support Vijay — direct"
finding-589,1,"India Tamil Nadu government takes shape after impasse — direct"
finding-357,1,"Congress Dumps DMK For Vijay Alliance — direct"
finding-1265,1,"At Vijay's party office MLAs await govt formation — direct"
finding-352,1,"DMK doesn't want to sit with Congress after Vijay tie-up — direct"
finding-370,1,"Analysis of Vijay's 5 Big Options for government formation — direct"
finding-355,1,"Mani Shankar Aiyar Targets Congress Over Vijay Tie-Up — direct"
finding-1264,0,"CPM Kerala election debacle planning meetings — Kerala, not Tamil Nadu"
finding-354,1,"VCK 1 Ministry Left 2 in Vijay's cabinet — direct"
finding-558,0,"West Bengal BJP aide shot dead after Modi victory — different state"
finding-1246,1,"Akhilesh Yadav swipe at Congress amid Tamil Nadu drama — direct"
finding-1373,0,"Côte d'Ivoire opposition conditions after CEI dissolution"
finding-1282,0,"Vietnam Tô Lâm policy speech to Sri Lanka parliament"
finding-356,1,"What happens if all TVK MLAs resign — direct"
finding-1283,0,"Vietnam-Sri Lanka 17h news roundup"
finding-428,0,"South Korea ruling party constitutional amendment failure"
finding-442,0,"Duplicate South Korea constitutional amendment story"
finding-614,0,"Chuck Schumer Democratic civil war US Senate"
finding-837,0,"Cordón sanitario crisis Romania socialists-extreme right"
finding-966,0,"Nigeria PDP faction Turaki challenges Wike"
finding-366,0,"West Bengal government formation Amit Shah Kolkata — different state"
finding-299,0,"Verde Morena PT 2027 Guerrero alliance Mexico"
finding-272,0,"FBI Patel realineamientos contra crimen organizado"
finding-1318,0,"Vietnam-Sri Lanka relations upgraded to Comprehensive Partnership"
finding-1263,0,"Shashi Tharoor One Kerala Story after 2026 election"
finding-676,0,"AfD Umfragehoch Sachsen-Anhalt blame Bundesregierung"
finding-661,0,"AfD wegregieren Merz Germany strategy"
finding-1204,0,"India 2026 state polls Modi reshape opposition — broader national framing"
finding-1250,0,"PM Modi Somnath sacred idea of Bharat speech"
finding-253,0,"Mexico reforma judicial cancelación PAN PRI"
finding-942,0,"Turkish TV series Arka Sokaklar lavaş çetesi episode"
finding-627,0,"Reform UK Farage local elections English seats"
finding-129,0,"Vietnam burns red tape growth analysis"
finding-990,0,"UK local elections Labour defeat Farage gains"
finding-220,0,"Kenya pre-2027 transformative coalition charter call"
finding-1005,0,"Brazil PT PSOL Falcão Erundina event"
finding-12,0,"UK elections Labour losses Reform Greens"
finding-1363,0,"UK local elections French-language coverage"
finding-1367,0,"Congo-Brazzaville new government composition"
finding-1358,0,"DRC opposition third-mandate Tshisekedi"
finding-1242,1,"DMK wants House seating tweak after split with Congress — direct"
finding-1055,0,"Tennessee electoral map redistricting black-majority"
finding-657,0,"UK Kommunalwahlen Labour disastrous Starmer"
finding-821,0,"Politóloga Leonor síntoma column piece"
finding-64,0,"Project Get Zack media antisemitism UK Greens"
finding-1093,0,"Bukele eliminates opposition from Tribunal Electoral El Salvador"
