finding_id,is_on_topic,reasoning_note
finding-1202,1,"China's former defense ministers sentenced to death with reprieve — direct"
finding-675,1,"China verurteilt zwei Ex-Verteidigungsminister zur Todesstrafe — direct (German)"
finding-521,1,"China announces suspended death sentences for former defence ministers — direct"
finding-1109,0,"Suspended death sentence for ex-Chongqing city official, not defense minister"
finding-116,0,"SCMP weekly highlights roundup, not specifically the defense-minister case"
finding-586,0,"14-year-old Yunnan murder case, different death-penalty story"
finding-105,1,"SCMP analysis on Wei Fenghe and Li Shangfu sentencing — direct"
finding-449,0,"South Korea Marine commander sentenced over young Marine death"
finding-456,0,"Duplicate of finding-449 — South Korea Marine case, not China"
finding-997,0,"Brazilian PMs convicted in Bahia union-leader killings, no China"
finding-67,0,"Bahrain expels MPs over royal decree vote, no China connection"
finding-69,0,"Duplicate of finding-67 — Bahrain MP story"
finding-1029,0,"Brazilian STF ruling on INSS revisão da vida toda, no China"
finding-955,0,"China-Turkmenistan billions in contracts — different China story"
finding-251,0,"Brazilian Moraes ruling on hacker Delgatti, not China"
finding-202,0,"Kenyan MPs back IPOA police-chief accountability plan"
finding-725,0,"Moscow court eases pretrial measure for Popcorn Books staff, Russia"
finding-461,0,"South Korean Supreme Court upholds Hankook chairman embezzlement, no China"
finding-379,0,"US judge releases Epstein note, no China connection"
finding-148,0,"Ukraine sentences Putin aide Medinsky in absentia, no China"
finding-1303,0,"Vietnamese woman fired over CEO husband, no China connection"
finding-539,0,"UK conviction of two Hong Kong men for spying — primary subject is UK conviction, not Chinese defense ministers"
finding-1134,0,"Russian military purge analysis (Spanish), not China defense ministers"
finding-393,0,"South Asian military calculus after May 2025 retrospective, not the case"
finding-1382,0,"Hungary justice minister bid dropped, no China"
finding-127,0,"China cliff-swing tourist death, no defense-minister connection"
finding-1346,0,"Foreign Policy on Xi's No. 2 succession — general leadership analysis, not the sentencing"
finding-1400,0,"China weathering Trump trade war analysis, different topic"
finding-95,0,"China full-time children job-market story, no military connection"
finding-1053,0,"JK Kubitschek assassination by dictatorship report, Brazil"
finding-225,0,"Kenya State House delegations expense commentary"
finding-1108,0,"Spanish TS/CGPJ president on judicial independence"
finding-1257,0,"India Maoist ambush 76 personnel acquittal, no China"
finding-1176,0,"Spanish guardia civil dies in narcolancha chase, Huelva"
finding-972,0,"Florida teen sentenced for boyfriend stabbing, no China"
finding-243,0,"Rio MP denounces military police for businessman killing"
finding-905,0,"Eskişehir mayor cyber-harassment case Turkey"
finding-109,0,"China confirmed it aided Pakistan air force in India war — different China story"
finding-1269,0,"Vietnamese ex-village chairman corruption arrest"
finding-1084,0,"Duplicate Brazilian Moraes hacker story"
finding-808,0,"Salamanca court blocks furlough for Asunta's father, Spain"
finding-414,0,"Singapore jail for ex-Citiraya boss's wife, no China defense connection"
finding-541,0,"UK first-in-history China-spying conviction — primary subject is UK conviction, not Chinese defense ministers"
