finding_id,is_on_topic,reasoning_note
finding-590,1,"Pope Leo's first year war/peace themes, counterweight to Trump — direct"
finding-650,1,"Ein Jahr Papst Leo XIV Friedensbotschaft Leitmotiv — direct"
finding-818,1,"León XIV primer año papa de centro, enganchadas con Trump — direct"
finding-835,1,"León XIV antagonista moral de la ultraderecha — direct"
finding-640,1,"Leo XIV's return to realism Vatican, one year after election — direct"
finding-532,1,"Marco Rubio meets Pope Leo amid Trump tensions over Iran war — direct"
finding-1048,1,"Mudança de tom em críticas a Trump primeiro ano papa Leão 14 — direct"
finding-383,1,"Vatican words on pope-Rubio meeting imply deep Trump tensions — direct"
finding-6,1,"Rubio meets Pope Leo: heal White House-Vatican rift — direct"
finding-781,0,"Trivial bank-phone prank gag, not anniversary or Trump-tension frame"
finding-651,1,"Tagesschau podcast Wie politisch ist Leo XIV one year after — direct"
finding-1237,1,"Pope Leo Rubio commit to stronger ties amid Trump tensions — direct"
finding-1166,0,"Pope speech at Pompeii on fratricidal hate, not anniversary/Trump frame"
finding-1104,0,"Routine appointment of new bishop in Paraguay, not anniversary"
finding-1319,1,"Pope gives Rubio 'peace pen' from olive wood at the meeting — direct"
finding-843,0,"El País 50th-anniversary tribute to journalist Soledad Gallego-Díaz"
finding-1154,0,"Macron WWII commemoration with farewell tone, France"
finding-750,0,"Moscow Victory Day anxiety analysis, not Pope Leo"
finding-706,0,"Meduza book on Russia's war-temple for Victory Day, no Pope"
finding-221,0,"Europe Day 2026 commentary, not Pope Leo"
finding-659,0,"Russia-Ukraine ceasefire violations during Victory Day, no Pope"
finding-578,0,"David Attenborough 100th birthday, no Pope"
finding-1111,0,"Harlem Globetrotters centenary tour in Spain, no Pope"
finding-1396,0,"Russia's pared-down Victory Day parade analysis, no Pope"
finding-351,0,"FMF on Mexico World Cup 2026 concentration controversy"
finding-862,0,"French national team kit fashion, no Pope"
finding-694,0,"Giro d'Italia Vingegaard cycling, no Pope"
finding-758,0,"RT on worldwide Victory Day 81st anniversary, no Pope"
finding-680,0,"Russia mood shift bad for Putin analysis, no Pope"
finding-1360,0,"France ambassador returns to Algiers, no Pope"
finding-392,0,"Trump-Xi talks flash points preview, no Pope"
finding-15,0,"Russia scales back Victory Day amid Ukraine assaults, no Pope"
finding-107,0,"France toy made in China scandal, no Pope"
