finding_id,is_on_topic,reasoning_note
finding-869,1,"Trump Lula relanzada relación EEUU Brasil tras encuentro — direct"
finding-330,1,"Trump y Lula reunión aranceles tensión Casa Blanca — direct"
finding-511,1,"Trump and Lula private Oval Office meeting signals strain — direct"
finding-1072,1,"Tarifas guerra Copa amor primeira vista Lula Trump — direct"
finding-1226,1,"Brazil Lula sees reset relations US after Trump talks — direct"
finding-1393,1,"Trump and Lula at White House pragmatism regional cast — direct"
finding-1066,1,"Encontro Lula Trump portas fechadas leitor — direct"
finding-1038,1,"Após encontro Trump diz Lula homem bom cara esperto — direct"
finding-1087,1,"Lula propõe grupo trabalho EUA resolver impasse tarifas após encontro — direct"
finding-1061,1,"Esquerda vê bolsonarismo isolado após encontro Lula-Trump — direct"
finding-57,1,"Lula reveals Trump's lack of intent to invade Cuba after meeting — direct"
finding-131,1,"Lula won't sideline China in rare earths tells Trump during meeting — direct"
finding-103,0,"Trump invites Boeing Mastercard CEOs China trip"
finding-1088,0,"Alcolumbre pede agenda com Lula após derrota de Messias"
finding-283,0,"Trump pone bajo lupa 53 consulados mexicanos"
finding-52,0,"Trump China visit amazing Xi expectation"
finding-1169,0,"Zelenski negociaciones fructíferas EEUU"
finding-303,0,"Esteban Moctezuma reunión demócratas petróleo Cuba"
finding-482,0,"Trump could ask Xi about Kim engagement"
finding-488,0,"Duplicate Trump ask Xi about Kim"
finding-1098,0,"US congressmen visa retiro La Nación Costa Rica"
finding-392,0,"Flash points Trump-Xi talks next week"
finding-100,0,"Trump Beijing trip scaled-back CEOs Iran war"
finding-383,0,"Vatican words on Pope-Rubio meeting Trump tensions"
finding-1366,0,"Oligui Nguema Luanda visite Gabon-Angola"
finding-550,0,"Trump walks back EU trade deal threat July 4"
finding-1051,0,"STF Supremo dos EUA tensão Judiciário"
finding-577,0,"Trump Truth Social narrow obsessions online president"
finding-567,0,"Guardian sued Trump for immigration records"
finding-458,0,"Lee envoy meets Costa Rican president-elect"
finding-1096,0,"Joven 18 deportado Honduras ICE Axel Archaga"
finding-992,0,"Rubio meets Meloni in Rome amid Trump crisis"
finding-1213,0,"Global perceptions US under Trump worse than Russia"
finding-1171,0,"Iran dilata respuesta a EEUU EN VIVO"
finding-777,0,"Trump pulled plug Project Freedom Saudi snub"
finding-665,0,"US-Handelsgericht erklärt Trumps weltweite Zölle unzulässig"
finding-896,0,"Mark Hamill Trump mezarda AI görseli"
finding-377,0,"Saudi pressure led US pause Hormuz Project Freedom"
finding-55,0,"US trade court Trump 10% global tariffs illegal"
finding-278,0,"PAN PRI trumpista oposición Mexico column"
finding-556,0,"Iran mocks Trump's Project Freedom"
finding-302,0,"Tribunal de EU bloquea arancel global del 10%"
finding-593,0,"US court fresh blow Trump 10% global tariff"
finding-336,0,"Sheinbaum exige extradición de 4 personas huachicol"
finding-1343,0,"What's in Trump's New Counterterrorism Strategy"
finding-296,0,"EU descarta acción militar contra Cuba pese amenazas"
finding-613,0,"Trade court strikes down Trump 10% universal tariffs"
finding-469,0,"US trade court rules against Trump 10 pct tariffs"
finding-372,0,"US and Iran exchange fire Trump ceasefire still"
finding-555,0,"Trump shelved Project Freedom after Saudis refused bases"
finding-557,0,"Trump ally Roger Stone Myanmar military junta lobbying"
finding-4,0,"Trump says wouldn't pay 1000 to watch US at World Cup"
finding-481,0,"US trade court rules against Trump 10 pct global tariffs"
finding-1357,0,"Mondial 2026 dirigeants Fédération sénégalaise visa"
finding-1043,0,"Brazil aliados Flávio Ciro Nogueira desgaste"
finding-473,0,"US trade court rules against Trump 10 pct tariffs"
finding-532,0,"Marco Rubio meets Pope Leo amid Trump tensions Iran"
finding-86,0,"China-Russia ties better than alliance immune to US"
finding-331,0,"Antonio Mohamed Selección Mexicana malentendido Vega Gallardo"
finding-41,0,"Italian premier US diplomat Rome strains transatlantic"
finding-985,0,"Milei Adorni Gabinete Argentina ministerial reunion"
finding-1225,0,"US and Iran exchange fire Trump calls it love tap"
finding-491,0,"Trump threatens much higher EU tariffs if fails by July 4"
finding-515,0,"Trump EU ultimatum approve trade deal"
finding-638,0,"US trade court rules against Trump global 10% tariff"
finding-1219,0,"US trade court rules against Trump 10% global tariffs"
finding-596,0,"Trump gives EU until July 4 implement trade deal"
finding-624,0,"Trump sons back 1bn vehicle AI drone industries"
finding-667,0,"Trump setzt EU Ultimatum vereinbarten Zoll-Deal"
finding-981,0,"Guerra EEUU Israel Irán EN VIVO Trump aumenta amenazas"
finding-1035,0,"Tribunal nos EUA contra tarifas globais 10% Trump"
finding-1399,0,"Trump administration win against Iran report card"
finding-805,0,"Última hora guerra EEUU Israel Irán Trump asegura"
finding-818,0,"León XIV primer año papa enganchadas con Trump"
finding-291,0,"Trump ultimátum a Europa aranceles antes 4 julio"
finding-143,0,"Zelensky expects Trump envoys to visit Kyiv late spring"
finding-272,0,"Realineamientos FBI Patel reorganización lucha crimen"
