finding_id,is_on_topic,reasoning_note
finding-503,1,"Russia and Ukraine accuse each other Victory Day ceasefire breaches — direct"
finding-13,1,"Russia Ukraine trade fire blame despite Victory Day ceasefire — direct"
finding-38,1,"Russia Ukraine accuse each other violating Victory Day ceasefire — direct"
finding-547,1,"Ukraine and Russia breaking proposed ceasefires Victory Day — direct"
finding-584,1,"Ukraine Russia trade attacks despite ceasefire WWII commemorations — direct"
finding-161,1,"Zelensky says Russia violated ceasefire 140 strikes 10 assaults — direct"
finding-659,1,"Schwere Angriffe trotz Waffenruhe Jahrestag Sieges — direct"
finding-705,1,"Зеленский Россия даже не имитирует перемирие — direct"
finding-741,1,"Confusion surrounds Victory Day ceasefire drone attacks — direct"
finding-15,1,"Russia scales back Victory Day amid Ukraine assaults — direct"
finding-1359,1,"Ukraine gouvernement humanitarian Kherson + cessez-le-feu Moscou — direct"
finding-750,1,"Why Moscow is afraid this Victory Day — direct"
finding-772,1,"Kiev targets Russia drones after Moscow Victory Day ceasefire — direct"
finding-734,0,"Putin administration crafting 'sell-victory' framing for war end — broader peace narrative"
finding-742,0,"Russia will strike Ukraine energy grid again analysis — different angle"
finding-1396,1,"Russia's pared-down Victory Day parade Ukraine war — direct"
finding-1134,0,"La purga de altos mandos militar ruso — Russian military purge"
finding-710,1,"Началось одностороннее перемирие до 10 мая — direct"
finding-759,0,"History of how May 9th became chief national holiday — historical context"
finding-713,1,"Российский МИД негодование Зеленский Армения трибуна — direct Yerevan"
finding-135,1,"Russia Readies Dialed-Down Victory Day Spectacle Drones — direct"
finding-736,0,"Russia air defenses can't protect oil refineries from drones — broader war analysis"
finding-1190,1,"Alemania inaceptable amenaza rusa represalias Kiev 9 mayo — direct"
finding-680,0,"Russia Stimmungswechsel Putin economic — broader Putin pressure"
finding-580,1,"Why Russia has scaled back May 9 Victory Parade — direct"
finding-150,0,"Russian strikes 17,400 civilians since full-scale war — cumulative"
finding-778,0,"Ukraine strikes Zaporozhye NPP Energodar — different war angle"
finding-5,0,"Ukraine may have turned tide ISW — broader war analysis"
finding-726,1,"Зеленский война день 1534 главный парад завис — direct"
finding-156,0,"596 strikes on energy infrastructure cumulative"
finding-953,0,"Central Asian states sanctions-busting report"
finding-163,0,"Russian war casualty toll past day 1,130"
finding-743,0,"Russia lost 1,339,190 troops since Feb 24"
finding-706,0,"Meduza book храм войны historical"
finding-36,0,"Moscow scolds German chancellor rearmament remarks"
finding-594,1,"Zelenskyy warns Russia's friends against attending parade — direct"
finding-884,0,"IOC lifts sanctions Belarus 2022 Ukraine invasion"
finding-749,0,"Ukraine condemns Oleshky Kherson Oblast situation"
finding-137,1,"Russia Scolds Ally Armenia Hosting Zelensky — direct Yerevan"
finding-159,0,"War update 208 combat clashes front line"
finding-738,0,"Russian attacks kill 6 injure 58 past day"
finding-19,0,"Iran war day 70 US Hormuz ceasefire"
finding-739,0,"Russian oil refinery Yaroslavl Ukrainian strikes"
finding-56,0,"Russia warns UNSC confrontational Middle East"
finding-952,0,"Armenia thumbs nose Kremlin EU endorsement — broader Armenia EU"
finding-748,1,"Russia warns embassies flee Kyiv before Victory Day — direct"
finding-723,1,"Парад в Москве без военной техники без шествия — direct"
finding-162,1,"Ukraine marks Day of Remembrance Victory over Nazism — direct"
finding-701,1,"Россия отозвала аккредитации иностранных журналистов парад Победы — direct"
finding-731,1,"Россия отозвала аккредитации иностранных СМИ парад Москва — direct"
finding-1234,1,"Zelenskyy warns against attending Russia's parade Moscow threats — direct"
finding-689,1,"Berlin BSW Sevim Dağdelen Empfang russische Botschaft Tag des Sieges — direct"
finding-747,1,"Russian city Perm cancels Victory Day parade Ukrainian drone — direct"
finding-740,1,"Zelensky warns foreign officials against attending Russia's Victory — direct"
finding-708,1,"Первый день перемирия Украина массово атаковала Москву — direct"
finding-746,1,"Armenian PM not ally of Russia Ukraine Kremlin fumes — direct Yerevan"
finding-155,0,"Russian attacks Kharkiv region ten injured"
finding-42,0,"Transnistria Moldova EU obstacle Kallas"
finding-716,1,"Зеленский предостерег иностранных политиков от празднования — direct"
finding-719,0,"Кремль не видит смысла в переговорах — broader peace talks"
finding-154,1,"Updated version of nazism made in Russia Zelensky Day Remembrance — direct"
finding-732,0,"Российский солдат два месяца выживал штурме"
finding-728,0,"Россия бросила останки советских воевавших Латвия"
finding-553,0,"US-Iran ceasefire under threat Hormuz strikes"
finding-372,0,"US and Iran exchange fire Trump ceasefire still"
finding-311,0,"Tregua Ormuz Irán acusa EU violar alto fuego"
finding-566,0,"First Thing US-Iran ceasefire Hormuz"
finding-758,0,"Victory Day 81st anniversary worldwide commemoration"
