finding_id,is_on_topic,reasoning_note
finding-1144,1,"Real Madrid busca 'topo' que filtró las peleas — direct"
finding-321,1,"Crisis Real Madrid: Valverde lesión tras pelea Tchouaméni — direct"
finding-792,1,"Real Madrid del poder de la amistad al club de la lucha y filtraciones — direct"
finding-811,0,"How to live ELCLÁSICO commentary — about match-day experience not altercation"
finding-1328,1,"Dressing room fight Real Madrid captain hospital — direct"
finding-947,1,"Real Madrid Valverde social-media statement after kavga — direct"
finding-790,1,"Año turbulento de Fede Valverde — direct"
finding-789,1,"Real Madrid sanción Valverde Tchouameni por la pelea — direct"
finding-882,0,"Media Liga lucha por la salvación — different La Liga relegation story"
finding-791,1,"Valverde niega haberse pegado pide perdón señala vestuario — direct"
finding-798,0,"Derecha mexicana cobija a Isabel Díaz Ayuso polémica Conquista"
finding-877,0,"Guardia Civil investiga tocamientos a 10 alumnas vascas crucero"
finding-1158,0,"Juan Lobato reclama primarias PSOE Madrid"
finding-853,0,"Rayo Vallecas final Conference contra Crystal Palace"
finding-996,0,"Javier Milei crise Argentina corrupção inflação"
finding-1102,0,"Patxi López afea a Feijóo conflicto Gobierno"
finding-787,0,"Renovables amenaza embargo a selección española durante Mundial"
finding-872,0,"Espiral extorsionadores Valencia"
finding-1141,0,"Imágenes protestas hinchada Medellín Copa Libertadores Flamengo"
finding-1192,0,"Satriano apunta al choque Getafe Oviedo"
finding-885,0,"Feria de San Isidro toros generación Z"
finding-347,0,"Díaz Ayuso provocación eficaz column"
finding-1039,0,"Felipe Vorcaro vida luxo Copacabana Palace"
finding-1067,0,"Relação Ciro Nogueira caso Master"
finding-840,0,"Hotel lujo Gran Vía Nomade Temple Madrid"
finding-1118,0,"Sevilla y Espanyol final Sánchez-Pizjuán"
finding-1335,0,"CrisisWatch ICG On Our Radar"
finding-1125,0,"Jiménez salida Sporting meditada"
finding-1136,0,"Pablo Gordillo Arriagada interventor YCRT"
finding-1074,0,"Homem tiro rasp�o assalto Rio"
finding-1149,0,"Patxi López Feijóo irresponsable alarma sanitaria"
finding-1165,0,"Beltrán entrenamiento Valencia Agirrezabala"
finding-1182,0,"EFE España Temas del día"
finding-242,0,"Chacinas Favela Nova Brasília documento"
finding-837,0,"Cordón sanitario Rumania alianza socialistas extrema derecha"
finding-1043,0,"Aliados Flávio Bolsonaro desgaste com Ciro Nogueira"
finding-1000,0,"ESPN CazéTV negociam direitos Premier League"
finding-1162,0,"Simeone club está arriba del equipo"
finding-785,0,"Gustavo Palacios hantavirus de los Andes virulence"
finding-500,0,"Mideast Conflict Spreads UN Cafeteria"
finding-836,0,"Memoria negra esclavista España Valencia"
finding-1223,0,"Explosion at D66 Netherlands largest party HQ"
finding-45,0,"US dangerous path Cuba bloodbath Rodriguez"
finding-1181,0,"Jódar tenis Roma vence Borges"
finding-844,0,"Hangar rojo film Pinochet golpe Chile"
finding-265,0,"Carlos Ruiz González columna equipos que funcionan"
finding-1189,0,"Araujo cambia Anderson Santamaría Williams Riveros Universitario"
finding-1167,0,"Puerto Veracruz lluvia clima"
finding-862,0,"Selección francesa concentración pasarela moda"
