finding_id,is_on_topic,reasoning_note
finding-1171,1,"Irán dilata respuesta + Trump nuevo intercambio ataques — direct"
finding-805,1,"Última hora guerra EEUU Israel Irán acción militar — direct"
finding-666,1,"USA und Iran beschießen sich Hormus Waffenruhe — direct"
finding-1369,1,"Iran-USA Hormuz regain tension frapper navires — direct"
finding-372,1,"US and Iran exchange fire Trump ceasefire still effect — direct"
finding-703,1,"Трамп перемирие с Ираном остается любовный — direct"
finding-986,1,"Trump tregua Irán sigue vigente nimiedad destructores — direct"
finding-8,1,"US Iran clash in Hormuz war escalates — direct"
finding-0,1,"Iran response to US ceasefire proposal — direct"
finding-554,1,"US and Iran close to temporary truce Pakistani — direct"
finding-979,1,"US and Iran trade fire threatening truce destructors — direct"
finding-1225,1,"US and Iran exchange fire Trump love tap — direct"
finding-633,1,"Trump downplays threat Iran ceasefire exchange — direct"
finding-617,1,"Iran and US exchange fire Strait of Hormuz missiles drones — direct"
finding-501,1,"Trump US-Iran ceasefire still in place Hormuz exchange — direct"
finding-19,1,"Iran war day 70 US Iran Hormuz ceasefire tensions — direct"
finding-564,1,"Middle East crisis live Iranians never bow Hormuz — direct"
finding-553,1,"US-Iran ceasefire under threat exchange Hormuz — direct"
finding-933,1,"Gulf countries new UN action against Iran sanctions — direct"
finding-981,1,"Guerra EEUU Israel Irán Trump amenazó nuevos ataques — direct"
finding-32,1,"Iran swiftly responds US adventurism Hormuz domination — direct"
finding-383,0,"Vatican words on pope-Rubio meeting Trump tensions"
finding-751,1,"World's most powerful country no war plan Iran — direct"
finding-1169,0,"Zelensky negociaciones fructíferas EEUU Kiev — Ukraine"
finding-311,1,"Tregua Ormuz Irán acusa EU violar alto fuego — direct"
finding-328,1,"EU acusa Irán ONU peajes ilegales Ormuz Waltz — direct"
finding-384,1,"Pakistan positive Iran peace offer sustainable solution — direct"
finding-62,1,"Iran accuses US Bahrain politically motivated UN Hormuz — direct"
finding-566,1,"First Thing US-Iran ceasefire risk Hormuz exchange — direct"
finding-745,1,"US launches new strikes on Iran Trump ceasefire holds — direct"
finding-709,1,"США ударили иранскому Кешм Бендер-Аббас — direct"
