finding_id,is_on_topic,reasoning_note
finding-507,1,"Zelensky's ex-chief of staff Yermak in court Ukraine corruption probe — direct"
finding-750,1,"Прокуратура Украины Ермака арестовать залог легализация коррупция — direct"
finding-741,1,"Антикоррупционное бюро Ермак подозреваемый 10 млн долл — direct"
finding-737,1,"Антикоррупционная прокуратура Украины ареста Ермака — direct"
finding-9,1,"Zelenskyy's ex-chief of staff Yermak appears court money-laundering 10.5m — direct"
finding-789,1,"Mystery partner ex-Zelensky aide Yermak laundering NABU — direct"
finding-752,0,"Ашурков ФБК Навальный Дудю интервью"
finding-743,0,"Palantir Карп Украина Минобороны системы анализа"
finding-727,0,"Ашурков ФБК Дудю интервью трехчасовое"
finding-1080,0,"MP-SP procedimento promotor arquivar Mona"
finding-729,1,"Ермак суде не признает вину отмывание денег — direct"
finding-942,0,"Özgür Özel çantacısı gözaltında yolsuzluk"
finding-694,0,"Ukrainische Deep strikes Russland Selenskyj Taurus"
finding-1397,0,"Digital hunt Ukraine missing children ICC Putin"
finding-1118,0,"Torturas aislamiento ucranianos detenidos prisión rusa"
finding-1192,0,"Prisión preventiva apuñalar Los Hornos Cubilla"
finding-717,0,"Буцаев замминистра природных ресурсов США"
finding-370,0,"Treasury opposition Senate JUI-F terrorism KP"
finding-720,0,"Мошкович Русагро национализация прецедент"
finding-767,0,"Abducted Ukrainian teen Chvylova Russian children commissioner"
finding-1091,0,"Dentista absolvido estupros Rio condenado"
finding-1358,0,"Ukraine conscription crisis bloody"
finding-774,0,"Ukrainian press gangs draft officers bussification"
finding-135,0,"SBU detains Russian spotter Sloviansk Donetsk"
finding-639,0,"1MDB Jho Low asks Trump pardon"
finding-1166,0,"FBI Patel prueba consumo alcohol acusaciones"
finding-152,0,"Zelensky strikes Russian targets Oren gas facilities"
finding-907,0,"BAE Mirage gizli saldırı İran"
finding-885,0,"Feijóo Zapatero presidencia llevarse dinero"
finding-563,0,"Sarkozy Libya funding appeal sentences"
finding-765,0,"Russia sanctions individuals exposed Kyiv Independent documentary"
finding-654,0,"Ukraine broaden diplomatic horizon selling arms"
finding-104,0,"Malaysia Jho Low seeking Trump pardon 1MDB"
finding-1126,0,"Cerebro trama corrupción 1MDB perdón Trump"
finding-732,0,"Певица Линда обыски авторские права Фадеев"
finding-884,0,"Chaves PSOE andaluz rescate Montero"
finding-122,0,"Yulia Navalnaya Rejects Fictitious Employees FBK Infighting"
finding-277,0,"Sheinbaum políticos investigados EU Adrián"
finding-734,0,"Сармат успешные испытания командующий"
finding-1372,0,"Bénin Sounon Boké tentative coup d'État"
finding-653,0,"Seine murders psychiatric assessment Monji"
finding-313,0,"Sheinbaum huachicol fiscal Rafael Ojeda"
finding-769,0,"Sergey Lavrov interview RT India Delhi"
finding-555,0,"Former private prison official acting ICE chief Venturella"
finding-1106,0,"Irán ejecuta hombre espionaje Israel"
finding-740,0,"Юлия Мендель Зеленского Такер Карлсон"
finding-958,0,"Eurasianet undesirable organization Russia"
finding-747,0,"Самары 350 тысяч рублей сфабрикованному делу"
finding-1007,0,"Campanha pró-Ypê teorias conspiratórias direita"
finding-756,0,"Ukraine sanctions 66 Russian companies military-industrial"
finding-915,0,"Kraliçe Mathilde İstanbul mesai"
finding-150,0,"Russia plan Kupiansk fails Oskil River"
finding-1258,0,"Iran Araghchi Russia Lavrov Delhi BRICS"
finding-921,0,"Bahis siteleri İstanbul yasadışı"
finding-913,0,"İZBETON İZDOĞA İzmir 3 tutuklama"
finding-722,0,"Binance СНГ Смеркис пять лет"
finding-91,0,"Japan Takaichi aide smear LDP rivals"
finding-1164,0,"Mossos tiroteo Mina Sant Adrià"
finding-1354,0,"Don't Fall for Rumors of Putin's Weakness"
finding-768,0,"Ukraine strikes Russian targets occupied Donetsk Oblast"
finding-780,0,"Zelensky's ex-spokeswoman kill list Mirotvorets Mendel"
finding-132,0,"Russian agent sentenced 15 years gas pipeline eastern Ukraine"
finding-763,0,"Ukraine searches 100 vape shops shadow economy"
finding-661,0,"Bundesunternehmen Putin Vertrauten LNG"
finding-675,0,"Bundeskriminalamt Cyberangriffe Risiko"
finding-733,0,"Крокодил Гена Хоттабыч предупреждениями наркотиков"
finding-929,0,"AKHİSAR 3 ASLİYE HUKUK legal notice"
