finding_id,is_on_topic,reasoning_note
finding-762,1,"Ukrainian drones strike Russian gas facility 1,500 km from border — direct"
finding-761,1,"Ukrainian drones hit gas facility Russia Orenburg Zelensky — direct"
finding-1171,1,"Rusia lanzó contra Ucrania durante la noche 139 drones — direct"
finding-152,1,"Zelensky Ukraine responds in kind gas facilities Oren — direct"
finding-143,1,"Russia intensifies strategic aviation massive strike threat — direct"
finding-1142,1,"Rusia derriba cerca de 300 drones ucranianos territorio — direct"
finding-694,1,"Neue ukrainische Kriegstaktik Deep strikes Russland Taurus — direct"
finding-744,1,"Украинские дроны Оренбургу жилой дом — direct"
finding-124,1,"Zelensky over 100 Russian drones in sky new attacks — direct"
finding-147,1,"Zelensky Kryvyi Rih Russia killing Ukrainians partial truce — direct"
finding-130,1,"Russian drones target industrial infrastructure Odesa — direct"
finding-716,1,"Украина удар порт Тамань Краснодарский — direct"
finding-1113,1,"Rusia derribo 290 drones lanzados Ucrania — direct"
finding-136,1,"Kharkiv Russian strikes fire infrastructure site — direct"
finding-1114,1,"Zelenski ataque ruso en marcha más de cien drones — direct"
finding-726,1,"Россия Кривому Рогу двое погибших девятимесячная — direct"
finding-148,1,"Russians attack Dubovyky Dnipropetrovsk aerial bombs four killed — direct"
finding-1227,1,"Russian attacks Dnipropetrovsk kill six after ceasefire expires — direct"
finding-768,1,"Ukraine strikes Russian military Donetsk after ceasefire end — direct"
finding-149,1,"Russians residential Kryvyi Rih two killed infant — direct"
finding-145,1,"War update 170 combat clashes Pokrovsk Kostiantynivka drones — direct"
finding-129,1,"Russian attacks Dnipropetrovsk kill eight civilians 11 injured — direct"
finding-126,1,"Drones strike industrial Yaroslavl Russia — direct"
finding-759,1,"Russia strikes Kryvyi Rih day after ceasefire ends 2 killed — direct"
finding-141,1,"Partisans Atesh Russia warehouses logistics rear — direct"
finding-127,1,"Air Defense Forces shoot down 111 of 139 Russian drones — direct"
finding-151,1,"Gray zone front 10 kilometers drones expanded — direct"
finding-735,1,"Война 1539-й день трехдневное прекращение дроны атаки — direct"
finding-142,0,"Kremlin work with Russians abroad hybrid operations"
finding-746,0,"1400 мирных жителей погибло в России от военных атак"
finding-128,1,"War update 210 combat clashes Pokrovsk Kostiantynivka drones — direct"
finding-534,1,"Three-day ceasefire ends fresh wave Russian attacks Ukraine — direct"
finding-853,0,"Carguero ruso Murcia 2024 reactores nucleares"
finding-654,0,"Ukraine broaden diplomatic horizon selling arms Iran"
finding-738,0,"Урса Майор затонул Средиземном море 2024"
finding-730,0,"Латвия украинских дрона Спрудс отставка"
finding-1358,0,"Ukraine conscription crisis bloody"
finding-131,0,"Russia loses 1130 troops air defense cumulative"
finding-755,0,"Russia lost 1,344,180 troops cumulative since Feb 24"
finding-792,0,"Russia test-fires state-of-the-art ICBM Sarmat"
finding-754,1,"Russian Black Sea oil terminal Volna Ukrainian drone attack — direct"
finding-749,0,"Сармат успешный пуск Путин"
finding-1300,0,"Nga Sarmat 18000km thử thành công"
finding-734,0,"Сармат испытания Путину доложили"
finding-1258,0,"Iran Russia Lavrov Delhi BRICS"
finding-150,0,"Russia plan Kupiansk fails Oskil River"
finding-756,0,"Ukraine sanctions 66 Russian companies military-industrial"
finding-638,0,"Putin Zelenskyy cool on US-led peace talks"
finding-786,0,"Moscow mocks UK psychiatric hospital sanctions"
finding-779,0,"Talks Russia inevitable Europe Kremlin Dmitriev"
finding-135,0,"SBU detains Russian spotter Sloviansk Donetsk"
finding-1363,1,"Drone naval ukrainien Leucade île grecque — direct Ukrainian drone"
finding-118,1,"Russian Regions Move Schools Online Amid Drone Attack Fears — direct"
finding-1118,0,"Torturas aislamiento ucranianos detenidos prisión rusa"
finding-350,0,"Russia Tests Nuclear-Capable Satan II Missile 35000 km"
finding-962,0,"Central Asian states sanctions-busting Russia"
finding-697,0,"Drohnenabwehr Laserwaffe Niedersachsen geheim"
finding-765,0,"Russia sanctions individuals exposed Ukrainian children"
finding-743,0,"Palantir Карп Украина Минобороны"
finding-736,0,"Бурятия студент война BBC russkaya"
finding-53,0,"Israeli drone strike southern Lebanon"
finding-961,0,"Armenia thumbs nose Kremlin EU endorsement"
finding-677,0,"Ukraine Kraftwerk Lubmin Mecklenburg"
finding-1196,0,"Crudo iraní terminal salidas detenidas satelitales"
finding-907,0,"BAE Mirage Iran gizli saldırı"
finding-117,0,"Finland tightens medical equipment exports Russia"
finding-257,0,"Barco ruso reactores nucleares Corea Norte"
finding-132,0,"Russian agent 15 years gas pipeline eastern Ukraine plot"
finding-781,0,"West laughed Russia biolabs claims"
finding-668,0,"Brüssel Verteidigung Europas Ukraine US-Soldaten"
finding-146,1,"Russian attack Sumy region 13-year-old boy injured drone — direct"
finding-957,0,"Tokayev Mirziyoyev surprise Moscow Victory Day"
finding-343,0,"Saudi Arabia Covert Attacks Iran"
finding-771,0,"Austria intercepts US military spy planes"
finding-718,0,"Saudi Arabia secret Iran strikes Reuters"
finding-661,0,"Bundesunternehmen Putin LNG Kriegskasse"
finding-793,0,"US Iran sliding back into war"
finding-1335,0,"Türkiye distinctive course Middle East shaky truce"
finding-767,0,"Abducted Ukrainian teen Chvylova Russia children commissioner"
finding-227,0,"Durigan Brasil guerra minerais BRICS G7"
finding-1379,0,"Autriche avions américains intrusion"
finding-797,0,"UAE covert strikes Iran WSJ"
finding-49,0,"MEE Morning update multi-topic"
finding-758,0,"Trump says end Russia war Ukraine very close"
finding-119,0,"Russia Slates Sarmat ICBM Deployment Late 2026"
finding-725,0,"Трамп вылет Китай Донбасс Путин"
finding-137,0,"Sikorski Putin failed war aims negotiate"
finding-1336,0,"CrisisWatch ICG On Our Radar weekly"
finding-856,0,"Europa gas reservas invierno suministro"
finding-774,0,"Ukrainian press gangs draft officers bussification"
finding-958,0,"Eurasianet undesirable organization Russia"
finding-757,0,"Major fire tourist complex Moscow"
finding-157,0,"Nigeria Zamfara Market Airstrike 100 killed"
finding-10,0,"Putin hails Russia test launch Sarmat missile"
finding-134,0,"Kremlin criminal networks mercenaries destabilize EU"
finding-769,0,"Sergey Lavrov interview RT India Delhi"
finding-1397,0,"Digital hunt Ukraine missing children ICC Putin"
finding-752,0,"Ашурков ФБК Навальный Дудю"
finding-1151,0,"Bahrein cadena perpetua espías Guardia"
finding-1343,0,"Iran Crisis Monitor #3 Middle East war"
finding-933,0,"Trump CIA İran füze raporları"
finding-944,0,"Türkiye mini diziler küresel rekor"
finding-798,0,"EU envoy talks Kremlin Peskov"
finding-320,0,"Cuenta guerra Irán 29 mil mdd bloqueo"
finding-776,0,"Trump doesn't rule out Russia visit this year"
finding-1238,0,"US consumer prices Iran war inflation 3.8%"
finding-723,0,"Google SpaceX partnership orbital data centers"
finding-537,0,"UAE secret attack Iran Gulf states"
finding-1334,0,"Iran Crisis Monitor #4 Middle East war"
finding-369,0,"PM Shehbaz Aliyev Mideast peace efforts"
finding-741,0,"Антикоррупционное бюро Ермак 10 млн долл"
finding-1352,0,"JCPOA counterfactual Iran war"
finding-360,0,"Iran war costs 29bn Trump China trip"
finding-594,0,"Nigeria airstrike kills 100 market Amnesty"
finding-1195,0,"UK desplegará drones aviones combate buque Hormuz"
finding-44,0,"US Denmark new bases Greenland"
finding-120,0,"Russia Foreign Ministry Central Asia anti-Russian"
finding-773,0,"Intelligence reports contradict Trump Iran NYT"
finding-631,0,"Iran war future cheap flights low-cost"
finding-1003,0,"Explosão Jaguaré Sabesp São Paulo"
finding-780,0,"Mendel ex-spokeswoman Mirotvorets kill list"
finding-1078,0,"Hantavírus cepa mutação ministra Saúde França"
finding-751,0,"Кузбас Ваганово забой скота"
finding-1381,0,"Infox hantavirus inquiétude réseaux"
