finding_id,is_on_topic,reasoning_note
finding-72,1,"SK signals phased support US-led Hormuz mission after ship attack — direct"
finding-63,1,"Australia backs UK-France led mission in Strait of Hormuz — direct"
finding-402,1,"Seoul mulling possible role US freedom of navigation Hormuz — direct"
finding-477,1,"Defense chief explained review possible Hormuz contribution — direct"
finding-62,1,"UK pledges warship and fighter jets for Hormuz mission — direct"
finding-1161,1,"Australia se sumará misiones Francia Reino Unido proteger Hormuz — direct"
finding-475,1,"Seoul to review phased contributions US initiative Hormuz Ahn — direct"
finding-467,1,"Seoul phased contributions US Hormuz duplicate — direct"
finding-460,1,"Seoul phased contributions US Hormuz duplicate — direct"
finding-64,1,"UN resolution on Hormuz gains backing from 112 countries — direct"
finding-6,1,"Bahrain-led UN resolution Strait of Hormuz 112 nations free nav — direct"
finding-51,1,"Chinese supertanker reportedly transits Strait of Hormuz — direct shipping context"
finding-444,0,"Defense chief requests US Navy support SK nuclear-powered sub"
finding-723,0,"Google SpaceX partnership orbital data centers WSJ"
finding-527,0,"Australia Budget 2026 live PM opposition farce"
finding-73,0,"Philippines Asean maritime hub South China Sea Marcos"
finding-1105,0,"Armada España ejercicios navales más avanzados Bazán"
finding-456,0,"Bessent arrives in SK ahead US-China summit"
finding-414,0,"Forum Korea-Africa ties energy critical minerals"
finding-54,0,"US and China begin trade talks SK ahead Trump visit"
finding-472,1,"Korea Times editorial SK strategic ambiguity Hormuz — direct"
finding-1195,1,"UK desplegará drones aviones combate buque misión Hormuz — direct"
finding-437,0,"Vietnamese FM visits N Korea special envoy"
finding-484,0,"SK use gov't funds support cheering squads NK football"
finding-71,1,"Singapore Lawrence Wong global sea laws upheld direct linkage to Hormuz — direct"
finding-84,0,"Chinese MizarVision tracked US bombers Iran sanctions pride"
finding-536,0,"Cost of US war on Iran mounting Hegseth grilling"
finding-446,1,"FM too early conclude who behind Hormuz vessel strike multiple — direct"
finding-471,1,"Korea JoongAng editorial SK-US defense ministers Hormuz — direct"
finding-27,1,"Iran Oman discuss sovereign rights Strait of Hormuz legal-technical — direct"
finding-89,1,"Vietnam asks US to allow oil tanker past Hormuz blockade — direct"
finding-433,0,"Gov't plans US$2.27 mln boost cruise tourism"
finding-88,0,"China-US trade talks kick off in Seoul ahead leaders summit"
finding-436,0,"SK UAE forum AI ecosystem partnership"
finding-57,0,"China urges Pakistan intensify Iran-US mediation"
finding-415,0,"Shipbuilders banks financial support subcontractors"
finding-419,0,"MMCA exhibition 80 years artistic exchanges SK Japan"
finding-102,0,"Hong Kong public consultation 5-year blueprint June"
finding-257,0,"Barco ruso reactores nucleares Corea Norte hundido"
finding-1300,0,"Nga thử thành công Sarmat 18000km"
finding-459,0,"Seoul shares open sharply lower US Middle East"
finding-647,1,"Strait of Hormuz UN secure fertilizer shipments fragile countries — direct"
finding-423,0,"HD KSOE 748 bln won 2 LNG carriers order"
finding-462,0,"Seoul shares open sharply lower duplicate"
finding-41,0,"US visa restrictions South Sudan transitional government"
finding-493,1,"Debris from strike SK ship Hormuz to arrive Seoul soon FM Cho — direct"
finding-745,0,"Трамп Китай Путин неравносторонний треугольник"
finding-119,0,"Russia Slates Sarmat ICBM Deployment for Late 2026"
finding-111,0,"US defence secretary Hegseth joins Trump China trip"
finding-445,0,"Chinese hacking heist BTS Jungkook"
finding-120,0,"Russia Foreign Ministry Central Asia anti-Russian staging ground"
finding-105,0,"US confirms delegation Apec China Trump Beijing"
finding-629,0,"Trump plan discuss Taiwan arms sales with Xi"
finding-420,0,"Bessent Chinese vice premier hold trade talks Seoul"
