finding_id,is_on_topic,reasoning_note
finding-58,1,"Two paramedics and soldier among 15 killed Israeli strikes Lebanon — direct"
finding-1374,1,"Nord Israël menace permanente drones Hezbollah opération — direct"
finding-87,1,"Israel strikes Lebanon 380 killed since April 17 ceasefire — direct"
finding-47,1,"Israel orders evacuations in six south Lebanon towns — direct"
finding-53,1,"Israeli drone strike hits town in southern Lebanon — direct"
finding-795,1,"Israel steps up brutal bombardment southern Lebanon 87 killed — direct"
finding-1341,1,"Sauver cessez-le-feu Israël Liban composant ses limites — direct"
finding-646,0,"Gaza displaced persons camps overrun by rats UN"
finding-1342,1,"Salvage Israel-Lebanon ceasefire work within limits Hizbollah — direct"
finding-505,1,"Lebanon paramedics among 13 killed Israeli strikes Nabatieh — direct"
finding-61,1,"Abu Dhabi sanctions 21 people groups over Hezbollah links — direct"
finding-684,0,"Israel Sondertribunal Hamas-Überfall 7 Oktober"
finding-824,0,"Pacientes quemados Gaza MSF máscaras fisioterapia"
finding-1368,1,"Frappe israélienne autoroute sud Beyrouth Moyen-Orient — direct"
finding-599,1,"Sport helping displaced Lebanese stadium cope Hezbollah Israeli — direct"
finding-1237,1,"Hezbollah leader urges Lebanon to quit direct talks with Israel — direct"
finding-52,0,"Turkey Fidan Israel global security problem"
finding-685,0,"ESC EU-Dilemma Israel Gazastreifen Manipulierung"
finding-48,0,"Israel passes law execute Palestinians 7 October attacks"
finding-1169,1,"Emiratos 16 personas cinco entidades libaneses terroristas — direct Hezbollah"
finding-539,0,"Israeli MPs special tribunal death penalty 7 October Eichmann"
finding-1065,0,"Eurovision Israel polêmica mudar"
finding-537,0,"UAE secret attack on Iran Gulf states war"
finding-65,0,"Qatar Saudi Arabia Iran-US ceasefire efforts"
finding-592,0,"Qatar intensifying mediation Iran war Doha airstrikes"
finding-914,0,"Eurovision İsrail başladı protesto yayınlamıyorlar"
finding-1165,0,"Irán ejecuta preso condenado colaborar Israel"
finding-1398,0,"Israel qualifies for Eurovision final boycott"
finding-28,0,"US-Israeli war define good evil Iran"
finding-292,0,"Mexicana acusa Israel torturar Flotilla Global"
finding-181,0,"Sudan Khartoum Nyala Humanitarian Aid Legitimacy"
finding-497,0,"Children shot stabbed pepper-sprayed West Bank Israeli military"
finding-797,0,"UAE carried out covert strikes Iran WSJ"
finding-16,1,"Iran war live Israeli attacks Lebanon 2,883 killed since March 2 — direct casualty count"
finding-7,0,"Fighting Sudan's Blue Nile State displaces thousands"
finding-158,0,"UN warns Sudan war entering deadlier phase drone strikes"
finding-26,0,"Islamic institute UAE haram US-Israeli war Iran al-Mustafa"
finding-1338,0,"Palestinian Authority Claims Success Local Elections"
finding-510,0,"Hamas weaponised sexual violence 7 October Israeli investigation"
finding-66,0,"Iran says conflict will define good and evil future generations"
finding-645,0,"Shattered Iranian lives Manije Mohammad-Reza Soroush bombings"
finding-570,0,"Iran warns US accept peace plan or risk collapse Middle East truce"
finding-50,0,"Criminalising protest Pro-Palestine students France repression"
finding-577,0,"Emmanuel Macron France policies in Sahel countries"
finding-938,0,"İsrail tecavüzüne ABD ortak hapishane NYT Kristof"
finding-825,0,"Eurovisión censura protestas Israel parad el genocidio"
finding-590,0,"Iran Surge political prisoners amid US-Israel war"
finding-649,0,"October 7 report sexual violence committed Hamas 400 witnesses"
finding-686,0,"Solarparks UAE Wüste Regen Hohenheim"
finding-1337,0,"Jihadist Separatist Rebels Gain Ground in Mali"
finding-1106,0,"Irán ejecuta hombre condenado espionaje Israel"
finding-1395,0,"Discord over Israel splits Eurovision boycott"
finding-1156,0,"Levante aficionados aeropuerto fútbol"
finding-55,0,"Iraq denies reports of unknown military sites Najaf desert"
finding-1335,0,"Türkiye distinctive course Middle East shaky truce"
finding-1196,0,"Detenidas salidas crudo iraní terminal imágenes satelitales"
