finding_id,is_on_topic,reasoning_note
finding-360,1,"Iran war costs soar past 29bn truce teeters Trump China trip — direct"
finding-339,1,"29 Billion 60 Days Iran War Cost 16% More US Estimate — direct"
finding-33,1,"Pentagon lowballs Iran war cost 29 billion real toll — direct"
finding-320,1,"Cuenta guerra Irán 29 mil mdd Hegseth subir tensión — direct"
finding-536,1,"Cost of US war on Iran mounting Hegseth Senate grilling — direct"
finding-537,1,"UAE's secret attack on Iran risks drawing Gulf states into war — direct"
finding-922,1,"Pentagon savaşın ABD maliyeti Hurst — direct"
finding-570,1,"Iran warns US accept peace plan or risk collapse Middle East truce — direct"
finding-1353,1,"Why the U.S. Is Headed for a Long War With Iran — direct"
finding-568,1,"Middle East live Trump stopping Iran nuclear programme long talk China — direct"
finding-49,0,"MEE Morning update multi-topic newsletter"
finding-59,1,"US offers 15m reward information Iran-linked oil transfers — direct"
finding-283,0,"Cúpula Dorada Trump 1.2 billones missile defense"
finding-1352,1,"Would We Be Better Off Today With JCPOA Iran war counterfactual — direct"
finding-1360,1,"2 hearings 0 justification 1.5 trillion military budget Hegseth — direct"
finding-793,1,"Are US and Iran sliding back into war Trump strikes — direct"
finding-592,1,"War in Iran Despite Iranian attacks Doha mediation — direct"
finding-28,1,"US-Israeli war define good evil Iran future generations — direct"
finding-907,1,"Görünmeyen cephe BAE gizli saldırı İran Mirage — direct UAE covert"
finding-368,0,"Pakistan macroeconomic stability war Mideast"
finding-29,1,"Iran FM US approach main obstacle ending war — direct"
finding-553,0,"Trump Golden Dome 1.2 trillion CBO"
finding-590,1,"Iran Surge political prisoners amid US-Israel war — direct"
finding-1240,1,"Hegseth bipartisan grilling rising costs Iran war Trump — direct"
finding-66,1,"Iran says conflict will define good and evil future generations — direct"
finding-26,1,"Islamic institute UAE haram US-Israeli war on Iran — direct"
finding-65,1,"Qatar and Saudi Arabia discuss Iran-US ceasefire efforts — direct"
finding-1341,0,"Sauver Israël Liban cessez-le-feu Hezbollah"
finding-549,0,"Kash Patel false claims Democrat FBI hearing"
finding-643,1,"Iran says US must accept peace plan or face failure — direct"
finding-1374,0,"Nord Israël menace drones Hezbollah Lebanon"
finding-113,0,"Trump's Golden Dome 1.2 trillion missile defence"
finding-631,1,"The Iran war and the future of cheap flights fuel prices — direct"
finding-797,1,"UAE carried out covert strikes on Iran WSJ — direct"
finding-775,1,"War on Iran turning point post-Cold War order Hormuz — direct"
finding-379,1,"Geopolitical shift in ME Trump puzzling — direct"
finding-1335,1,"Türkiye distinctive course Middle East shaky truce US-Israeli Iran — direct"
finding-719,1,"Иран пять условий переговоров Трамп — direct"
finding-61,0,"Abu Dhabi sanctions 21 Hezbollah links"
finding-46,1,"US does not need any help with Iran Trump heads to China — direct"
finding-671,1,"Marktbericht DAX Nahen Osten Konflikt — direct economic impact"
finding-1238,1,"Iran war hitting home gasoline prices fuel inflation 3.8% — direct"
finding-546,0,"US fentanyl crisis Chinese precursors"
finding-597,0,"Trump-Xi Summit high stakes US China world"
finding-60,1,"Oil prices fall markets watch Iran ceasefire and China talks — direct"
finding-1356,0,"Picking up vibes Beijing Trump-Xi visit"
finding-1334,1,"Iran Crisis Monitor #4 Middle East war — direct"
finding-718,1,"Reuters Саудовская Аравия тайно удары по Ирану — direct"
finding-30,1,"Iran strategic edge widens top officials warn US — direct"
finding-1092,1,"Irã pressiona EUA contraproposta fim guerra — direct"
finding-1343,1,"Iran Crisis Monitor #3 Middle East war — direct"
finding-343,1,"Saudi Arabia Launched Covert Attacks On Iran Middle East — direct"
finding-564,0,"Trump-Xi summit Trade Taiwan Iran on table — primarily China"
finding-1357,0,"CBO Golden Dome cost 1.2 trillion missile defense"
finding-6,1,"Bahrain-led UN resolution Strait of Hormuz 112 nations — direct"
finding-1203,0,"Geopolitics Trump-Xi Meeting pomp"
finding-1342,0,"Salvage Israel-Lebanon Ceasefire Hizbollah"
finding-1165,1,"Irán ejecuta preso colaborar Israel — direct Iran war"
finding-87,0,"Israel strikes Lebanon 380 killed April 17"
finding-1106,1,"Irán ejecuta hombre espionaje cooperación inteligencia Israel — direct"
finding-1151,0,"Bahréin cadena perpetua espías Guardia"
finding-1231,0,"Trump's proposed Golden Dome 1.2 trillion"
finding-1347,0,"What Trump and Xi Want From Their Summit"
finding-1364,0,"RDC États-Unis loi sanctionner saboteurs"
finding-654,0,"Ukraine seeks broaden diplomatic horizon selling arms"
finding-623,0,"White House 1B East Wing"
finding-1196,1,"Detenidas salidas crudo iraní terminal satelitales — direct"
finding-521,0,"Trump-Xi summit superpower relations BBC"
finding-738,0,"Ursa Major sunk Mediterranean 2024"
finding-746,0,"1400 civilians killed in Russia military attacks"
finding-27,1,"Iran Oman discuss sovereign rights Strait of Hormuz — direct"
finding-1351,0,"Asia Isn't as Peaceful as It Seems"
finding-37,1,"Trump media coverage critical Iran war virtual treason — direct"
finding-52,0,"Turkey Fidan Israel global security problem"
finding-534,0,"Three-day ceasefire ends fresh Russian attacks Ukraine"
finding-735,0,"Война 1539-й день перемирия Дроны"
finding-694,0,"Ukrainische Deep strikes Russland Selenskyj"
finding-1368,0,"Frappe israélienne autoroute Beyrouth"
finding-181,0,"Sudan Khartoum Nyala humanitarian aid"
finding-645,1,"Shattered Iranian lives Manije Mohammad-Reza Soroush Tehran bombings — direct"
finding-638,0,"Putin Zelenskyy cool US-led peace talks"
finding-506,0,"Trump Golden Dome 1.2tn missile"
finding-1225,1,"Trump doesn't need China's help to end Iran war Tehran — direct"
finding-933,1,"Trump CIA yalanladı gizli İran raporları füze — direct"
finding-1169,0,"Emiratos 16 personas libaneses Hezbollah"
finding-560,0,"How Americans see China now NPR poll Trump"
finding-1348,0,"China's Rare-Earth Card Trump-Xi Summit"
finding-84,0,"Chinese MizarVision tracked US bombers Iran sanctions"
finding-745,0,"Неравносторонний треугольник Трамп Китай"
finding-1358,0,"Ukraine's conscription crisis bloody"
finding-668,0,"Brüssel Verteidigung Europas Ukraine US-Soldaten"
finding-758,0,"Trump says end of Russia's war Ukraine very close"
finding-109,0,"Trump art of deal playbook failing Beijing"
finding-473,0,"Korea Herald editorial fiscal surplus"
finding-691,0,"Binnenvertriebene Gewalt Naturkatastrophen 32 Millionen"
finding-773,1,"Intelligence reports contradict Trump's claims about Iran NYT — direct"
finding-665,0,"Trump reist nach China Iran Taiwan Zölle"
finding-910,0,"Trump Xi Pekin buluşuyor"
