finding_id,is_on_topic,reasoning_note
finding-217,1,Agência Brasil 36 anos — Brazilian media business
finding-438,0,Amazon of America film vision of post-coup Brazil giving up rainforest — foreign-film commentary
finding-669,1,Arcadi España on Spanish fiscal regalo to wealthy autonomies — Spanish economy
finding-714,1,"How private equity, funds, bankers use AI — Spanish economy/tech feature"
finding-848,1,Technology that reduces lines at port of Santos for truckers — Brazilian logistics
finding-849,1,Globo extends BBB contract to 2030 — Brazilian TV business
finding-854,1,Podcast on US-Brazil relations under Trump and Lula — Brazilian foreign-affairs feature
finding-860,1,Coordinated WhatsApp messaging attacks Anvisa and defends Ypê — Brazilian regulatory
finding-862,1,Ypê factory inspection images show corrosion marks — Brazilian regulatory
finding-864,1,Banks prepare for more defaults — Brazilian banking
finding-871,1,40% of Brazilians say victim of crime or scam — Datafolha crime
finding-872,1,Risk of abusive price increase under Brazilian tax reform
finding-875,1,Desenrola expands renegotiation but no guarantee — Brazilian consumer finance
finding-876,1,"War pressures Brazilian airline cash, regional aviation impact"
finding-878,1,41% of Brazilians see organized crime in their neighbourhood — Datafolha
finding-881,1,Treasury launches title with 24h redemption to compete with savings — Brazilian financial
finding-887,1,Minha Casa Minha Vida was never a housing policy — Brazilian housing
finding-889,1,Rising São Paulo debt requires attention — Brazilian municipal economy
finding-902,1,SP vice-mayor posts videos recommending Ypê products — Brazilian regulatory/political
finding-903,1,INSS task force on maternity-salary queue for Mother's Day
finding-921,1,"PM action at USP tensions strike, draws academic criticism"
finding-925,1,Brazil a century late to 5x2 — Brazilian labor week reform
finding-926,0,"Studies investigate whether suicidal behaviour has evolutionary roots — science research, not in themes"
finding-931,1,Brazil taking a beating from Paraguay on technology
finding-941,1,"USP says not warned by police, repudiates violence"
finding-974,1,"Women in cargo transport, Brazil advances in diversity"
finding-988,1,"81% of Spaniards feel pressure for perfect home, tech redefines cleaning — Spanish lifestyle/tech"
