finding_id,is_on_topic,reasoning_note
finding-20,1,Kenya hosts France's Macron — France-Africa summit
finding-166,0,Africa Today daily multi-topic Africa roundup
finding-168,1,EU announces €1bn Africa package at Ghana partnership
finding-177,1,"Togo's fight against centuries-old map — Togo debate, Africa beat"
finding-180,1,Zimbabwe leaked memo raises tensions ahead of diaspora protests — Africa beat
finding-181,1,Sudan: Türk issues alert on widening Sudan conflict and drone use — Africa beat
finding-185,1,Kenya: France to host African summit
finding-189,1,Malawi cost-of-living crisis 8% jump — Africa beat
finding-193,1,"Kenya, France sign 11 deals — Africa Forward summit"
finding-489,1,France turns to Africa for strategic partnerships
finding-525,1,"In Nairobi, Macron ends decade of turmoil in France-Africa relations"
finding-537,1,African countries mobilise to break free from ODA dependence
finding-549,1,Afrika-Gipfel in Kenia — Macron sucht neue Partner
finding-819,1,Tinubu arrives in Kenya for Africa Forward Summit
finding-1051,1,Changing geopolitics in focus as Macron kicks off Kenya visit
finding-1166,1,Madagascar: information-law bill final straight — Africa beat
finding-1170,1,RDC Sud-Kivu suspension of traffic Bukavu-Uvira — Africa beat
finding-1171,1,RDC trial of senior officer over Rwanda collusion — Africa beat
finding-1174,1,Africa Forward at Nairobi summit coorganised by Kenya and France — economic focus
finding-1184,1,Zimbabwe to restitute farms seized from foreigners — Africa beat
finding-1186,1,Senegal demining programme to resume in Casamance — Africa beat
