finding_id,is_on_topic,reasoning_note
finding-25,1,"China rejects US Iran-related sanctions, vows to protect firms — Iran-war backdrop"
finding-51,1,China-US trade talks in South Korea ahead of Trump visit
finding-87,1,China readies for Trump visit amid trade growth
finding-109,0,Xi's leverage and Hong Kong schools — 5 weekend reads multi-topic roundup
finding-116,1,China confirms dates for Trump state visit
finding-119,1,Trump's China return: what's changed since 2017
finding-235,1,US-China negotiate ahead of Trump-Xi meeting
finding-260,1,Uncomfortable Trump China visit topics
finding-277,1,Iran war could make Trump's China trip chillier
finding-282,1,Opinion on Araghchi's visit to China right before Trump-Xi
finding-428,1,Trump's China visit set to test fragile truce
finding-502,1,"Iran, China and AI collide in Trump's legacy-defining week"
finding-519,1,Trump to press Xi about Iran war at summit
finding-520,1,China fixes currency at 3-year high ahead of Trump-Xi
finding-634,1,China confirms dates for Trump state visit
finding-708,1,"Chinese citizens on Trump visit: 'no welcome, started wars'"
finding-801,0,"Commentary: Qingdao connects China to Caucasus — China-Caucasus, not summit"
finding-806,0,China signs billions worth of contracts with Turkmenistan — China-Turkmenistan trade
finding-915,1,US criticises Taiwan over defense funding delay facing China threat — Taiwan/China summit context
finding-953,1,China seeks 'greater stability' ahead of Xi-Trump meeting
finding-1023,1,From Nixon to Trump: US presidential trips to China
finding-1042,1,Xi and Trump will measure differences in Beijing Thursday
finding-1161,1,Taiwan looming over this week's Trump-Xi summit
