finding_id,is_on_topic,reasoning_note
finding-2,1,Picking up the torch from Shireen Abu Akleh — Palestinian journalist commemoration
finding-7,1,Global Sumud Flotilla continues
finding-11,1,Ex-Israeli PM: Hezbollah must be disarmed
finding-40,1,rights group secures Israeli court order freezing demolition of 50 Palestinian facilities
finding-42,1,"Israeli attacks on Gaza police, Hamas says aim to perpetuate chaos"
finding-52,1,Israeli artillery shelling near southern Lebanon power station amid ceasefire violations
finding-63,1,Israeli forces send reinforcements to Qalandiya refugee camp
finding-64,1,Gaza death toll rises
finding-68,1,Starmer antisemitism column — UK support for Israel
finding-71,1,'New Nakba' in Jerusalem — Israel steps up Silwan demolitions
finding-74,1,interceptor missiles launched from Kiryat Shmona after drone alert
finding-75,1,Hezbollah using fibre-optic drones to evade Israeli jamming
finding-77,1,Israeli soldier killed in Hezbollah drone attack
finding-79,1,Doctor: targeting healthcare workers 'consistent policy' of Israel
finding-122,1,Israel's election may end Netanyahu era but not the 'forever wars'
finding-415,1,West Bank settlers force Palestinian family to exhume buried father
finding-471,1,Israeli settlers force Palestinian exhumation (NPR)
finding-534,1,'There are no innocents in Gaza' — Israeli Channel 14 accused of genocidal rhetoric
finding-547,1,Gaza humanitarian situation worsens despite ceasefire
finding-640,1,Netanyahu: Israel should end reliance on US cash
finding-665,1,Spanish report on Israeli soldiers' offences against Lebanese Christians
finding-779,1,Hezbollah retaliation against Israeli army (and 40-country Hormuz item) — primary subject Hezbollah-Israel
finding-856,0,"Attacks on Jewish communities in Europe suggest hybrid-war model in Europe — European-Jewish-attacks story, not Israel-Palestine"
finding-990,1,Albares pressures 27 to vote partial suspension of EU-Israel Association Agreement
finding-1008,1,Albares pressures 27 (dup)
finding-1028,1,Hamas accuses Israel of keeping Gaza in chaos with bombardments
finding-1155,1,Save the Israel-Lebanon ceasefire (fr)
finding-1156,1,To salvage the Israel-Lebanon ceasefire
finding-1162,1,If Trump wants out of war he needs to stand up to Israel on Lebanon
