finding_id,is_on_topic,reasoning_note
finding-49,1,Ukraine ready to work with Baltic states and Finland on airspace security
finding-136,1,Ukraine resumes fuel imports from Hungary and Slovakia
finding-137,1,War initiative shifted in Ukraine's favour — Economist
finding-138,1,Ukraine ready to send expert team to Finland after drone incidents
finding-139,1,Ukraine's Khartiia units improve tactical position on Vovchansk axis
finding-141,1,Germany seeks to expand joint deep-strike weapons production with Ukraine
finding-143,1,CinC Syrskyi inspects Khartia Corps near Kupiansk
finding-144,1,Ukraine could receive first funds from €90bn EU loan
finding-146,1,EU could open all Ukraine negotiation clusters in July
finding-151,1,Germany's defense minister arrives in Kyiv
finding-157,1,Kharkiv region hands over pickup trucks to combat brigades
finding-481,1,Germany news: Pistorius arrives in Kyiv
finding-545,1,Ukrainian infantry: 130 days in the death zone
finding-550,1,Pistorius wants to build new weapons systems with Ukraine
finding-620,1,EU backs Ukraine war compensation from Russian frozen assets
finding-624,1,German defense minister visits Kyiv to discuss joint arms production
finding-632,1,Estonia tells Kyiv to tighten drone control after Ukraine offers experts
finding-652,1,Another NATO state urges Ukraine to control its drones
finding-653,0,"US might move troops from Germany to another EU nation — Trump — US-Germany troop relocation, no Ukraine framing in title"
