finding_id,is_on_topic,reasoning_note
finding-14,1,Fans celebrate Barcelona LaLiga title — football
finding-24,1,What next for Real Madrid after Barcelona triumph — football
finding-210,1,TV Brasil shows Palmeiras vs Atlético-MG — football
finding-211,1,"Sada Cruzeiro beats Vôlei Renata, ten-times Superliga champion — volleyball"
finding-213,1,Brazil wins seven medals at Astana Grand Slam — judo
finding-215,1,Brazil bronze at canoeing World Cup
finding-218,1,"Gabrielzinho double gold, Brazil 19 podiums in Berlin — Paralympic swimming"
finding-219,1,"Brazil beats Argentina, Sub-17 women's champion — football"
finding-238,1,Rayadas comeback over Pachuca to Liga MX Femenil final
finding-243,1,"Pachuca dominates Toluca, semis — football"
finding-249,1,Flick celebrates Barcelona title the day his father died
finding-252,1,"Barcelona humiliates Real Madrid, LaLiga champion"
finding-255,1,América to Liga MX Femenil final
finding-261,1,"Hours before Clásico, Flick's father dies"
finding-538,1,Barcelona takes La Liga title beating Real Madrid
finding-593,1,Barcelona becomes Spanish football champion (ru)
finding-661,1,Seven key data points of Barcelona's title win
finding-701,1,Barcelona fans flood Plaça Catalunya in celebration
finding-702,1,Real Madrid pretends eternity — column
finding-704,1,Rafa Jódar tough night vs Arnaldi — tennis
finding-705,1,If football disappeared from the world — sport commentary
finding-870,1,Extracampo dominates Mundial 2026 news a month out — Iran/violence
finding-904,1,Globo cancels Remo x Palmeiras due to rain delay
finding-905,1,"Barcelona punishes Real Madrid, celebrates title"
finding-940,1,Defeated João Fonseca complains about Brazilian fans — tennis
finding-963,1,Nerea Miralles on clubs boosting beach football
finding-997,1,"What now for Real Madrid — Mourinho, changes, signings"
finding-1036,1,Another long Barcelona celebration night
finding-1041,1,"Molina out for Atleti season close, likely makes Mundial"
