finding_id,is_on_topic,reasoning_note
finding-103,1,S. Korea AI for army-numbers — Korean defense theme
finding-322,1,S. Korea condemns Hormuz cargo-ship attack — Hormuz HMM theme
finding-332,0,"LVMH CEO Arnault visits S. Korea — French luxury business visit, not foreign-affairs/defense"
finding-333,0,KFA seeks gov't approval for N. Korean women's football team visit — sport
finding-335,0,Presidential chief orders countermeasures over student killing — Korean domestic crime
finding-338,1,Rival parties spar over Hormuz vessel attack
finding-340,1,Cheong Wa Dae says Hormuz attack on civilian ships cannot be tolerated
finding-347,1,Cheong Wa Dae statement on Hormuz attack (LEAD)
finding-349,1,Bessent will visit Seoul ahead of Trump-Xi summit — Korean foreign affairs
finding-353,1,Cheong Wa Dae statement on Hormuz attack
finding-356,1,URGENT Cheong Wa Dae statement on Hormuz attack
finding-359,1,S. Korea-NATO defense industry cooperation talks
finding-360,1,Defense ministry support for Hormuz ship probe
finding-361,1,Main opposition slams gov't for not identifying Iran behind Hormuz attack
finding-364,0,LVMH CEO Arnault visits S. Korea (dup) — French luxury business visit
finding-365,0,"Today in Korean history — wire brief, not in themes"
finding-366,1,S. Korea-US defense chiefs to hold talks on OPCON and Hormuz
finding-368,1,Naval destroyer to participate in fleet review in US
finding-369,1,Main opposition slams gov't (LEAD) on Hormuz Iran identification
finding-371,1,N. Korea marches in Russia's Victory Day parade — military bond per Seoul
finding-375,1,Main opposition slams gov't on Iran (third version)
finding-399,1,Bessent will visit Seoul ahead of Trump-Xi
finding-400,0,Editorial from Korea JoongAng Daily — editorial roundup item
finding-401,0,Editorial from The Korea Times — editorial roundup item
finding-402,0,Editorial from The Korea Herald — editorial roundup item
finding-403,0,Top headlines major SK newspapers — multi-topic news roundup
finding-404,1,Confirmed strike on vessel may reshape Seoul's stance on US-led Hormuz mission
finding-407,1,Seoul concludes 'external strike' caused HMM Hormuz explosion
finding-1032,1,South Korea-NATO interoperability cooperation
