finding_id,is_on_topic,reasoning_note
finding-0,1,Former Qatar PM on Netanyahu using Iran war to reshape Middle East
finding-3,1,Iran says US making 'unreasonable' demands
finding-9,1,Iran war day 73 — Trump and Tehran clash over peace proposals
finding-19,1,Trump calls Iran response 'totally unacceptable'
finding-27,1,Yemen Ansarullah warns US after Trump rejected Iran proposal
finding-28,1,US 'total defeat' in war against Iran — analyst column
finding-29,1,Iran executes man convicted of spying for CIA/Mossad
finding-31,1,Iran proposal 'generous'; US insists on 'unreasonable demands'
finding-32,1,Trump's deadly trap by rejecting Iran's proposal
finding-34,1,Iran peace plan demands compensation and sovereignty over Hormuz
finding-39,1,Trump rebuffs Iranian response to latest US proposal
finding-41,1,Trump to pressure Xi over Iran support during visit
finding-44,1,Turkish-Egyptian FMs discuss Iran-US negotiations
finding-46,1,Iran war 'not over' until enriched uranium removed — Netanyahu
finding-58,1,Trump: 'we'll blow them up' if Iran uranium site accessed
finding-59,1,Qatar and Saudi Arabia discuss de-escalation amid US-Iran conflict
finding-62,1,Netanyahu hints at US troop deployment against Iran
finding-65,1,Iran describes proposal to end war as 'legitimate' and 'generous'
finding-67,0,MEE 'Morning update' multi-topic news roundup
finding-69,1,Iran executes man accused of spying for CIA and Mossad
finding-70,1,Iran says US has not issued World Cup visas — Iran-US visa dispute over Mundial
finding-76,1,Iran demands sovereignty over Hormuz in counter-proposal
finding-81,1,Iran Araghchi talks with Dutch foreign minister — Iran war diplomacy
finding-121,1,"Trump, Tehran and Qatari tanker transit overnight"
finding-129,1,Trump calls Iran's response 'unacceptable'
finding-135,0,Umerov discusses leader-level meeting formats in US to end Ukraine war — Ukraine not Iran
finding-212,1,Iran sends response to US peace proposal
finding-245,1,War continues — Trump and Iran reject peace proposals
finding-246,1,Iran conditions for Mundial 2026 in US — Iran-US visa dispute
finding-251,1,"Trump attacks Iran, Obama, Biden — Iran war commentary"
finding-276,1,Iran hangs man convicted of spying
finding-288,1,Iran 'legitimate' demands rejected by Trump
finding-304,1,Trump rejects 'unacceptable' Iranian terms
finding-323,1,Iran describes proposal as 'legitimate'
finding-412,1,Trump calls Iran response 'totally unacceptable'
finding-449,1,Middle East crisis live: Trump rejects Iran response
finding-450,1,Trump calls Iran's response 'unacceptable' as ceasefire frays
finding-468,0,NPR Morning news brief — multi-topic news roundup
finding-472,1,Trump rejects Iran's latest response
finding-484,1,Iran war: Trump rejects proposal
finding-507,1,Trump to Axios: I don't like Iran's response
finding-532,1,Trump says Iran response 'totally unacceptable'
finding-548,1,Iran-Liveblog: Iran defends against Trump criticism
finding-558,1,Trump finds Iran response 'completely unacceptable'
finding-564,1,Iran submits response to US proposal
finding-573,1,Trump: Iran answer 'completely unacceptable'
finding-598,1,Trump calls Iran response 'unacceptable' (ru)
finding-635,1,Iran's new atomic bomb — RT commentary on Iran war
finding-637,1,Iran-Israel tensions arm pirates — domino-effect commentary
finding-639,1,"Maximum pressure, minimum victory — US lost momentum in Iran"
finding-643,1,Iran response 'totally unacceptable' — Trump
finding-644,1,Trump vows to get Iran's enriched uranium
finding-664,1,Trump considers Iran response 'totally unacceptable' (es)
finding-816,1,Iran demands end to war and release of frozen assets
finding-822,1,Iran hangs man accused of passing info to CIA/Mossad
finding-823,1,Trump rejects Iran peace terms as Tehran warns of new attacks
finding-897,1,Oil opens higher after Trump calls Iranian proposal unacceptable
finding-1021,1,Iran does not yield in negotiations with US
finding-1052,1,Trump calls Iran's response 'unacceptable'
finding-1180,1,Iran-US-Israel conflict: Saudi Arabia tries to keep distance from war
finding-1182,1,Middle East live: US still has 'unreasonable demands' per Iran
