finding_id,is_on_topic,reasoning_note
finding-7,1,"Fighting in Sudan's Blue Nile State displaces thousands — direct, Blue Nile named in summary"
finding-156,0,"Kenya MPs probe missing sugar — Kenya domestic, unrelated"
finding-158,1,"UN warns Sudan war deadlier phase, drone strikes kill hundreds — direct"
finding-163,0,"Ruto Africa-France partnership at Nairobi summit — different topic"
finding-165,0,"Africa COP31 in Türkiye — unrelated"
finding-176,0,"Somalia opposition protest Mogadishu — Somalia, not Sudan"
finding-181,1,"Khartoum-Nyala humanitarian aid stuck amid legitimacy conflict — direct"
finding-195,0,"Parents coping with empty homes after kids leave — unrelated"
finding-199,0,"Title incomplete 'Expansion of UN office great boost for' — context unclear, conservative off-topic"
finding-206,0,"MTRH fake academic certificates scandal — Kenya scandal"
finding-207,0,"Parklands car parts theft suspects — local crime"
finding-209,0,"NPFL Abia Warriors coach changes — Nigerian football"
finding-210,0,"Africa Forward Summit Tinubu on financial reform — separate Africa Forward cluster"
finding-211,0,"Alleged coup plot confessional statements — likely Nigeria, not Sudan"
finding-212,0,"Lookman fires Atlético Madrid vs Osasuna — soccer"
finding-213,0,"Nigerian troops intercept 400 Starlink devices — Nigeria counter-terror"
finding-216,0,"N1.6bn fraud trial Bauchi accountant-general Hajj — Nigeria court"
finding-217,0,"Lagos airport $1.45m undeclared Austrian — Nigeria immigration"
finding-220,0,"UK envoy seeks credible Nigerian elections — UK-Nigeria"
finding-221,0,"Alexx Ekubo is dead — Nigerian celebrity death"
finding-222,0,"Lagos Blue Line ridership 3.5M — Lagos transit"
finding-223,0,"Abuja court illegal mining trial 8 Chinese nationals — Nigeria court"
finding-226,0,"Brazil AI regulation Durigan — unrelated"
finding-227,0,"Brazil to discuss war minerals at BRICS G7 — unrelated"
finding-228,0,"Mega-Sena lottery R$60M — Brazil lottery"
finding-260,0,"EU/US accusations against Mexico cartels — unrelated"
finding-262,0,"Mexico PAN diputada Noroña Pinche machirrín quarrel — Mexico politics"
finding-340,0,"Sensex/Nifty stock market live — Indian markets"
finding-366,0,"Adiala report on Imran Bushra meetings — Pakistan"
finding-403,0,"South Korean currency drops on Mideast — unrelated"
finding-418,0,"Samsung Electronics labor talks break down — Samsung strike"
finding-428,0,"7 teens prison terms molestation case — unrelated"
finding-433,0,"Cruise tourism $2.27M boost — unrelated"
finding-441,0,"South Korea PPP ruling party harsh judgment — Korean elections"
finding-528,0,"Police drop charges Palestinian Australian protester Herzog rally — Australia"
finding-654,0,"Ukraine selling arms broader diplomacy — Ukraine arms"
finding-664,0,"German smart-glasses digital violence — unrelated"
finding-681,0,"German Lufthansa AGM in turbulent times — unrelated"
finding-684,0,"Israel special tribunal for Oct 7 Hamas attack — Israel-Hamas"
finding-702,0,"German Juso-Chef on 8-hour workday — unrelated"
