finding_id,is_on_topic,reasoning_note
finding-21,1,Trump: doesn't need Xi's help on Iran
finding-24,1,Trump backs Pakistan as Iran mediator after Graham criticism
finding-25,1,Mossad spy hanged in Iran
finding-26,1,UAE role in US-Israeli war on Iran 'haram'
finding-27,1,Iran and Oman discuss sovereign rights over Strait of Hormuz
finding-28,1,US-Israeli war to define 'good and evil' for present and future — Iran
finding-29,1,Iran FM: US approach main obstacle to ending war
finding-30,1,Iran's strategic edge widens; officials warn US against adventurism
finding-32,1,Trump dismissed Iran response because it wasn't a 'letter of surrender'
finding-33,1,Pentagon lowballs Iran war cost at $29B; real toll could hit $1T
finding-37,1,Trump says critical media coverage of Iran war 'virtual treason'
finding-46,1,Trump: 'we don't need any help with Iran' heading to China
finding-49,0,MEE Morning update — multi-topic news roundup
finding-57,1,China urges Pakistan to intensify Iran-US mediation
finding-59,1,US offers $15m reward over Iran-linked oil transfers
finding-65,1,Qatar and Saudi Arabia discuss Iran-US ceasefire efforts
finding-66,1,Iran says conflict will define 'good and evil' for future generations
finding-114,1,China presses Pakistan to deepen Iran mediation ahead of Trump-Xi
finding-320,1,Iran-war cost: blockade and bombing cost US $29bn
finding-339,1,$29B in 60 days — Iran war cost 16% more than US estimate
finding-343,1,Saudi Arabia launched covert attacks on Iran — report
finding-348,1,Trump downplays differences with Xi over Iran ahead of Beijing summit
finding-360,1,Iran war costs soar past $29bn as truce teeters
finding-369,1,PM Shehbaz and Azerbaijan's Aliyev discuss Mideast peace efforts
finding-379,1,Geopolitical shift in ME (Dawn) — Mideast war context
finding-404,1,UAE minister calls for halting attempts to disrupt Hormuz commercial shipping
finding-536,1,Cost of US war on Iran mounting — live
finding-537,1,UAE's secret attack on Iran risks drawing Gulf states into war
finding-540,0,110 Nobel laureates call on Iran to release Mohammadi — Iran human-rights advocacy
finding-549,0,Kash Patel false claims about top Democrat — FBI internal politics
finding-568,1,Trump says stopping Iran's nuclear programme outweighs Americans' economic pain
finding-570,1,Iran warns US to accept peace plan or risk Middle East truce collapse
finding-590,1,Iran surge of political prisoners amid US-Israel war
finding-592,1,War in Iran — Doha mediation efforts continue
finding-607,1,"Tajani: 'we don't ask for new Gulf operation, engagement only after peace'"
finding-643,1,Iran says US must accept its peace plan or face failure
finding-645,1,Shattered Iranian lives killed by bombings
finding-667,1,US defense minister defends Pentagon spending before Congress — Iran-war context
finding-718,1,Reuters: Saudi Arabia secretly struck Iran
finding-719,1,Iran's five conditions for resuming negotiations
finding-773,1,Intelligence reports contradict Trump's claims about Iran (NYT)
finding-775,1,War on Iran may become turning point in post-Cold War order
finding-793,1,Are US and Iran sliding back into war?
finding-797,1,UAE carried out covert strikes on Iran (WSJ)
finding-907,1,Invisible front opened — secret attacks; UAE Mirage jets in field?
finding-922,1,Pentagon announces war's cost to US
finding-933,1,CIA contradicts Trump — secret Iran reports surfaced
finding-1106,1,Iran executes man convicted of 'intelligence cooperation' with Mossad
finding-1151,1,Bahrain life-sentences two spies and a collaborator with Iran's Guard
finding-1165,1,Iran executes another prisoner for cooperating with Israel
finding-1225,1,Trump doesn't need China's help to end Iran war; Tehran tightens Hormuz grip
finding-1238,1,Iran war hitting home as gasoline prices fuel US inflation surge 3.8%
finding-1240,1,Hegseth bipartisan grilling on rising Iran-war costs and Trump end-game
finding-1352,1,Would We Be Better Off Today With the JCPOA?
finding-1353,1,Why the US Is Headed for a Long War With Iran
finding-1359,1,Hegseth: fears stockpiles depleted 'foolishly' overstated
finding-1360,1,"2 hearings, 0 justification for $1.5T military budget — Hegseth"
finding-1368,0,"Middle East live: new Israeli strike on highway south of Beirut — Israel-Lebanon, not Iran-war primary"
