finding_id,is_on_topic,reasoning_note
finding-77,1,French president's onstage outburst in Kenya overshadows Africa bid
finding-154,0,Africa Today daily multi-topic Africa roundup
finding-155,1,Joburg mayor defends demolitions of illegal structures — Africa beat
finding-163,1,Ruto calls for win-win Africa-France partnership at Nairobi summit
finding-164,1,Western Cape mops up after storm — Africa beat
finding-165,1,What Africa and Global South should canvass at COP31 in Türkiye
finding-167,1,French companies expand presence in Ethiopia — France-Africa
finding-179,1,Guterres highlights Africa's leadership in Nairobi speech
finding-192,1,Eliud Kipchoge's Nairobi run with Macron — French connection
finding-201,1,"In Kenya, leadership has become a performance"
finding-203,1,Africa is not a continent waiting for solutions — Guterres
finding-205,1,French national among protesters nabbed at Africa summit venue
finding-210,1,Tinubu calls for reform of global financial architecture
finding-495,1,Guterres highlights Africa's leadership (UN News)
finding-500,1,Great Green Wall slow steady progress — Africa development
finding-520,1,France seeks to move beyond colonial ties — Kenya summit
finding-574,1,Macron wants dialogue with Rwanda and DRC
finding-575,1,Deals and new partnerships at Africa-France summit
finding-577,1,Macron speaks about France's policies in Sahel countries
finding-579,1,"Mali, immigration, DRC: five takeaways from Macron F24 interview"
finding-582,1,Watch: Macron speaks to F24 as Africa Forward wraps up
finding-641,1,France makes push to invest in Africa at Nairobi
finding-791,1,RT activist: France wants to dominate Africa
finding-967,1,Tinubu calls for stronger African economic integration
finding-1239,1,Macron unveils $27bn investment in Africa
finding-1367,1,"After Nairobi, Macron in Ethiopia — 'friend' country"
finding-1377,1,"Sommet Africa Forward — pluie d'annonces, partenariat renouvelé"
finding-1378,1,Est de la RDC: AFC/M23 repositions at Kamanyola — Africa beat
finding-1402,1,Climate change: what Africa must demand at COP31 in Antalya
