finding_id,is_on_topic,reasoning_note
finding-54,1,US-China trade talks in S. Korea ahead of Trump visit
finding-72,1,S. Korea signals 'phased' support for US Hormuz mission
finding-88,1,China-US trade talks kick off in Seoul
finding-105,1,US confirms delegation to APEC in China
finding-401,0,Samsung weather app identifies Dokdo as NK territory — Korean app territorial dispute
finding-402,1,Seoul mulling possible role in US Hormuz initiative
finding-403,1,SK currency drops on Mideast uncertainties
finding-406,1,Seoul shares rebound to fresh peak on tech rally
finding-407,1,Cheong Wa Dae vows to support dialogue for Samsung wage dispute
finding-408,1,Seoul shares rebound peak
finding-409,1,URGENT Seoul shares rebound 7800-level
finding-412,1,Lee slams aide's 'public dividend' as 'malicious fake news'
finding-413,1,Labor minister calls for dialogue after Samsung talks break down
finding-414,1,"Forum on Korea-Africa ties — energy, critical minerals"
finding-418,1,"Samsung labor talks break down, fears of strike"
finding-419,1,MMCA exhibition: 80 years of Korea-Japan artistic exchanges
finding-420,1,Bessent–Chinese vice premier trade talks in Seoul
finding-422,0,Today in Korean history — wire brief
finding-424,1,PM meets UN human rights chief
finding-431,1,S. Korean economy projected 2.5% in 2026 on chips
finding-432,1,NK extends retirement age 3 years amid aging
finding-434,1,Seoul shares higher late morning on autos/techs
finding-437,1,Vietnamese FM visits NK as special envoy
finding-439,1,PM vows active support to avert Samsung strike
finding-444,1,Defense chief requests US Navy support for SK nuclear-powered sub
finding-445,0,Chinese national extradited to SK over BTS Jungkook hacking heist — entertainment crime
finding-446,1,FM: too early to conclude who is behind Hormuz vessel strike
finding-447,1,NK largest labor group holds first congress in 5 years
finding-451,1,Finance minister: Samsung talks breakdown 'deeply regrettable'
finding-454,1,Samsung talks break down (2nd LD)
finding-455,1,SK currency slides on Mideast uncertainties
finding-456,1,Bessent arrives in SK ahead of US-China summit
finding-459,1,"Seoul shares open sharply lower on US losses, Mideast uncertainties"
finding-460,1,Seoul to review 'phased' contributions to US Hormuz
finding-462,1,Seoul shares open sharply lower
finding-463,1,Samsung labor talks break down (LEAD)
finding-464,1,URGENT Seoul shares open 1.69 pct lower
finding-465,1,"SK adds 74,000 jobs in April — 16-month low"
finding-466,1,NK Kim calls for strengthening mortar/howitzer
finding-467,1,Seoul to review 'phased' Hormuz contributions (LEAD)
finding-468,1,"SK adds 74,000 jobs (LEAD)"
finding-469,1,"SK adds 74,000 jobs"
finding-470,1,"URGENT SK adds 74,000 jobs"
finding-471,0,Editorial from Korea JoongAng Daily — editorial roundup item
finding-472,0,Editorial from Korea Times — editorial roundup item
finding-474,0,Top headlines major SK newspapers — multi-topic news roundup
finding-475,1,Seoul to review 'phased' contributions to US Hormuz
finding-477,1,URGENT Defense chief explained review of US Hormuz contribution
finding-478,1,Samsung management/union fail to narrow differences
finding-483,1,"Lee to meet Bessent on tariffs, US-China summit (LEAD)"
finding-484,0,SK gov funds support cheering squads for NK football team visit — sport/social
finding-486,1,"Lee to meet Bessent on tariffs, US-China summit"
finding-493,1,Debris from Hormuz strike on SK ship to arrive Seoul 'soon' — FM Cho
