finding_id,is_on_topic,reasoning_note
finding-2,1,Trump and Xi to meet in Beijing — key issues
finding-4,1,US-China head-to-head in 11 maps and charts
finding-16,1,Iran war live: Trump travels to China as conflict looms
finding-70,1,US-China 'unprecedented' cooperation against Dubai scam centres
finding-84,1,Chinese company tracking US bombers over Iran wears sanctions with pride — Iran/China context
finding-86,1,Temple setting for Trump's China visit — cosmic order messaging
finding-92,1,Nvidia's Jensen Huang joins Trump's China trip last minute
finding-98,1,Privacy screens and police dogs — Beijing prepares for Trump
finding-99,0,"Australia mining giants helping China globalise yuan — Australia-China macro, not summit primary"
finding-108,1,Trump landing in totally different China after 9 years
finding-109,1,Trump's 'art of the deal' failing as Beijing asserts itself
finding-111,1,US defense secretary joins Trump on China trip in rare diplomatic move
finding-112,1,Beijing calls Paraguay leaders 'chess pieces' after Taiwan trip — Taiwan/summit
finding-115,1,Trump heads to Beijing seeking stability in Xi talks
finding-294,1,Trump brings Marco Rubio to China despite Beijing sanction
finding-311,0,California mayor resigns confessing 'spy' for China — unrelated to summit
finding-333,1,Trump a China — column
finding-335,1,Why Trump suddenly needs Xi Jinping
finding-337,1,Last-minute call brings Nvidia CEO into Trump's China trip
finding-338,1,Trump China Visit Live Updates
finding-356,1,Trump vows to push Xi to 'open up' China
finding-364,1,Trump expects 'big fat hug' from Xi
finding-398,1,China warns on US arms sales to Taiwan ahead of summit
finding-479,1,Trump heads to China for high-stakes summit with Xi (2nd LD)
finding-480,1,Trump to depart for China (LEAD)
finding-482,1,Trump to depart for China
finding-501,1,"A decade on, Trump returns to a stronger and more assertive China"
finding-521,1,How the Trump-Xi summit could set superpower relations for years
finding-547,1,Rush hour on Air Force One as Melania director joins Trump trip
finding-560,1,How Americans see China now — summit context
finding-564,1,"Trump-Xi summit: trade, Taiwan and Iran on the table"
finding-573,1,Trump 'could change Taiwan policy in Beijing' unhindered by Congress
finding-583,1,Whose art of the deal? Trump & Xi to meet in Beijing
finding-585,1,Trump-Xi Summit: Trump to ask Xi to 'open up' China
finding-597,1,"Trump-Xi summit: high stakes for US, China and world"
finding-605,1,European Borsa opens positive amid Mideast and Trump in China
finding-608,1,Asian Borsa closes positive eyeing Trump in China
finding-622,1,Trump's China trip collides with AI security fears
finding-629,1,Trump's plan to discuss Taiwan arms sales rattles Asian allies
finding-630,1,Trump up against China's great wall of confidence
finding-640,1,Xi set to welcome Trump from position of strength
finding-659,1,Marktbericht: investors bet on China as possible mediator
finding-665,1,Trump reist nach China: Zu Besuch bei 'Freund' Xi
finding-699,1,Donald Trump bei Xi Jinping — 'Taiwan auf Speisekarte' fear
finding-745,1,Trump-Xi-Putin uneven triangle commentary
finding-772,1,China reveals four red lines ahead of Trump visit
finding-817,1,"Xi-Trump summit in five key points — Taiwan, AI, rare earths"
finding-830,1,"Trump, sin armas frente a Xi"
finding-852,1,Marco Rubio on Air Force One in Maduro-capture chándal — Rubio China-trip tangent
finding-910,1,World locked on this summit — Trump and Şi in Beijing
finding-959,0,Commentary: Qingdao connects China to Caucasus — China-Caucasus
finding-964,0,China signs contracts with Turkmenistan — China-Turkmenistan trade
finding-1000,1,China is weaker than it seems — China analysis around summit
finding-1016,1,Xi should pressure Trump to stop arming Taiwan
finding-1020,1,Trump-Xi summit projection of stability appearance as main mark
finding-1108,1,Nvidia CEO joins Trump's China executive delegation
finding-1123,1,Trump will ask Xi to 'open' China to US companies
finding-1146,1,Trump arrives in China to meet Xi amid trade and Iran-war tensions
finding-1203,1,Geopolitics of the Trump-Xi Meeting
finding-1206,1,Human rights off the agenda at Trump-Xi summit
finding-1210,1,How China Became the First Airtight Empire — summit-context analysis
finding-1211,0,"India's 'China Reset' no answer to AVIC Pakistan admission — India-China-Pakistan, not summit"
finding-1254,0,India on China's support to Pakistan in Operation Sindoor — India-China-Pakistan
finding-1301,1,Vietnamese: US companies benefit from joining Trump trip to China
finding-1345,1,What Happened to Trump the China Hawk?
finding-1347,1,What Trump and Xi Want From Their Summit
finding-1348,1,China's Rare-Earth Card Looms Over Trump-Xi Summit
finding-1349,1,Chinese Hegemony Might Be Happening — China analysis around summit
finding-1356,1,Picking up the vibes in Beijing before major Trump-Xi visit
finding-1365,1,Rencontre Trump-Xi: China avoiding dependence on US military postures
finding-1366,1,Donald Trump in China for high-stakes meeting with Xi
finding-1393,1,Nvidia's Jensen Huang gets last-minute invite to Trump-Xi Summit
