finding_id,is_on_topic,reasoning_note
finding-8,1,Mexico and CIA reject US assassination report — US-Mexico-cartel
finding-229,1,Lula-Trump meeting marked by mutual respect — Lula-Trump diplomacy
finding-247,1,Erosion of Doctrina Estrada — Mexican foreign policy
finding-251,1,What we know about CIA Ground Branch dismantling Mexican cartels
finding-253,1,"CIA did not enter Mexico to kill El Payín, but did help locate him — NYT"
finding-260,1,"US reinforces accusations against Mexico, Trump cartel threats"
finding-269,1,DEA warning on Rubén Rocha case — 'only the beginning'
finding-274,1,Harfuch denies CIA operation in Mexico
finding-282,1,AIFA explosion was CIA operation — CNN; García Harfuch and US deny
finding-301,1,Pete Hegseth warns Mexico — 'intervene against cartels yourselves'
finding-525,1,Chaos in Philippines as Duterte ally takes refuge in senate to avoid ICC
finding-546,0,Breakthrough in US fentanyl crisis may have started in China — US-China fentanyl
finding-567,1,Brazil's Lula launches anti-organised-crime plan before elections
finding-851,1,Trump's offensive against ICC tests state support for humanitarian justice
finding-880,1,Guatemala foreign minister on Venezuela 'democracy debt'
finding-882,1,CIA denies participation in Estado de México attack on Sinaloa operator
finding-885,1,Feijóo accuses Zapatero of using PM seat for 'dirty money' — Spanish political-scandal
finding-1007,0,Pro-Ypê campaign reveals bolsonarist conspiracy-theory mobiliser — Brazilian conspiracy-theory feature
finding-1008,1,"Lula asks for mapping of posts for retaliation, soothes Alcolumbre"
finding-1032,1,Readers opine on 'Brasil Contra o Crime Organizado' plan
finding-1092,0,"Iran pressures US — Iran-US, not in themes"
finding-1098,1,Brazil: Lula launches anti-organised-crime plan ahead of re-election
finding-1101,1,Los Chapitos and the path to possible US surrender — keys to negotiated rendition
finding-1162,1,Death of political prisoner Quero Navas evidences Venezuela's institutional decline
finding-1198,1,PJ fractures in Mendoza — peronismo federal vs La Cámpora
