finding_id,is_on_topic,reasoning_note
finding-231,1,SP vereadores escala 6x1 protocolo — Brazilian labour
finding-238,1,Florentino's perfect enemy — Real Madrid column
finding-252,1,What's next for Telefónica — Spanish business
finding-273,1,"Florentino Pérez covers Real Madrid failure, calls elections"
finding-314,1,Feminicidio of ex-beauty queen — Mexican crime
finding-321,1,Díaz Ayuso 'extreme danger' on Mexico trip
finding-802,1,Ayuso's Mexico trip — inconsistencies and exaggerations
finding-805,1,Ángel Víctor Torres: 'Clavijo should drop conspiratorial theses'
finding-809,1,Florentino Pérez calls Real Madrid presidency elections
finding-810,1,A delirium uncharacteristic of Florentino Pérez
finding-811,1,Cartel de Ayuso Nuevo Chamberí — Madrid political
finding-812,1,'Buen provecho con perdón' — El País feature column
finding-815,1,Antonio Maíllo on PSOE and Adelante — Spanish political
finding-823,1,Club de Campo Madrid hipica deterioration — Madrid lifestyle/political
finding-845,1,Comunidad Madrid reinforces protection of Vicente Aleixandre's house
finding-848,1,Garriga ivory-tower bourgeois feature (Catalan)
finding-849,1,Magdalena facing eviction in Badalona at 70
finding-864,1,Miriam Reyes and the emigration experience
finding-865,1,The hour of Philippines decolonization — Spanish-language essay
finding-866,1,The future of streaming after quake at top — Spanish media
finding-876,1,Monasterio San Salvador de Cañas — Rioja travel feature
finding-884,1,Chaves and PSOE Andalucía veterans rescue Montero
finding-899,1,Manu Sánchez RTVE 'El perro andaluz' programme
finding-900,1,Telecinco summer schedule shake-up
finding-1001,1,"'Brazil is coffee, and coffee is black' — coffee farming and abolition"
finding-1005,1,Belo Horizonte plane-crash survivor in hospital photo
finding-1014,1,"Pinakotheke reopens in SP with Picasso, Tarsila, Magritte"
finding-1023,1,Unprecedented Lei Áurea outdoor-mass photo found in France
finding-1031,1,Por Mariana — Folha column
finding-1041,1,Ana Clara Lima criticised for calling Mykonos tourists 'ugly people'
finding-1044,1,Câmara SP brings forward end of CPI on public-housing diversion
finding-1103,1,Dismembered body in Río Gallegos confirmed as missing retiree
finding-1104,1,Melanie Martínez reminds Karla Tarazona of past criticism — Peruvian celebrity
finding-1111,1,Cannes Critics' Week opens with Clotet and Santamaría
finding-1117,1,Spanish bison between scientific critique and fire-reduction need
finding-1130,0,Pico y Placa Bogotá — Colombian traffic information
finding-1143,1,Francisco Rivera on Roca Rey's reappearance and daughter — Spanish celebrity
finding-1149,1,Heart-revistas of May 13 — graduation and honeymoon
finding-1173,1,Most Spaniards blame tourist flats and speculation for housing crisis
finding-1177,0,Mexican earthquake activity update — seismic news
finding-1178,1,'Mina non' revives in Galicia — Galician political/social
finding-1179,1,Empalados archaeological find in La Palma
finding-1180,1,Irene Rosales reins in Kiko Rivera — Spanish celebrity
finding-1303,1,Historic Real Madrid presidential press conference (vi)
