finding_id,is_on_topic,reasoning_note
finding-1,1,Starmer set to meet Streeting amid pledge to carry on
finding-15,1,Starmer at risk because pushed Labour to be 'new Conservative Party'
finding-220,0,British govt seeks credible elections in Nigeria — UK-Nigeria diplomacy
finding-542,1,How much longer can Keir Starmer cling to power
finding-543,1,Labour-supporting unions predict Starmer won't lead next election
finding-562,1,Besieged Starmer seeks to heal Labour divisions in King's Speech
finding-581,1,Starmer faces calls to quit — 'Step aside or give No 10 to Farage'
finding-602,1,"Starmer tells Cabinet he will continue, four junior ministers quit"
finding-650,1,UK PM Starmer fights for political survival
finding-669,1,Debate over possible Starmer resignation splits Labour
finding-673,1,Starmer rejects resignation demands
finding-683,1,British PM Starmer wants to remain in office
finding-766,1,UK 'resolutely behind Ukraine' amid Starmer political turmoil
finding-818,1,Six candidates to lead Labour and replace Starmer
finding-819,1,Why no UK PM lasts in power since Brexit
finding-968,0,"UK won't interfere in 2027 elections, no preferred party — UK-Nigeria"
finding-982,0,2027 British govt has no preferred candidate — UK-Nigeria
finding-1027,1,Starmer crisis — better to pick a fight and lose
finding-1129,1,Carlos III presents government programme amid Starmer-future tension
finding-1190,0,Churchill's historic speech as PM facing Nazism — historical piece
finding-1228,1,Starmer defies calls to resign; getting on with governing
finding-1346,1,How long can Keir Starmer hang on?
finding-1362,1,"Despite resignation calls, Starmer holds onto post"
finding-1390,1,Starmer meets Streeting — showdown or just a coffee?
finding-1396,1,Britain's embattled PM still in office — duration unknown
finding-1399,1,How to watch the King's Speech like a pro
finding-1404,1,Ousting Keir Starmer is harder than it looks — party rules
