finding_id,is_on_topic,reasoning_note
finding-47,1,Israel orders evacuations in six south Lebanon towns
finding-48,1,Israel passes law to execute Palestinians linked to October 7
finding-50,1,Criminalising protest — pro-Palestine students in France face repression
finding-52,1,Turkey's Fidan: Israel's policies becoming 'global security problem'
finding-53,1,Israeli drone strike hits town in southern Lebanon
finding-58,1,Two paramedics and soldier among 15 killed in Israeli Lebanon strikes
finding-61,1,Abu Dhabi sanctions 21 people and groups over Hezbollah links
finding-87,1,Israel strikes Lebanon — 380 reported killed since April-17 ceasefire
finding-292,1,Mexican accuses Israel of torturing Sumud Flotilla detainees
finding-505,1,Lebanon — two paramedics among 13 killed in Israeli strikes
finding-510,1,Hamas 'weaponised' sexual violence in October 7 attacks — Israeli investigation
finding-528,1,Police drop charges against Palestinian-Australian protester at Herzog rally
finding-539,1,Israeli MPs back special tribunal with death-penalty powers for October 7 attackers
finding-646,1,Gaza's displaced-persons camps overrun by rats
finding-649,1,New report on extent of Hamas sexual violence on October 7
finding-684,1,Israel resolves on special tribunal for Hamas October 7 attack
finding-685,1,Israel dispute — ESC EU dilemma connection
finding-795,1,Israel steps up 'brutal bombardment' in southern Lebanon
finding-824,1,Impossible relief for burn patients in Gaza attacks — 'nothing entering since January'
finding-938,1,'US complicit in Israel's rape' — prison nightmare in US press
finding-1169,1,UAE adds 16 people and 5 Lebanese entities to terrorist list
finding-1237,1,Hezbollah leader urges Lebanon to quit direct talks with Israel
finding-1341,1,Sauver le cessez-le-feu entre Israël et le Liban
finding-1342,1,To salvage the Israel-Lebanon ceasefire
finding-1374,1,Permanent threat of Hezbollah drones north of Israel
